# omega0=1.00, alpha=0.20
# theta0=-0.80, theta_dot0=0.12
# t_start=0.00, t_end=250.00, h=0.01
#   t          x(t)                 v(t)       
4.584398168572179e+01 -1.026789839750885e+01 -2.781610985952079e-01
4.596033696918809e+01 -1.029928747442731e+01 -2.614683380118427e-01
4.607669225265440e+01 -1.032876889492922e+01 -2.453964947699375e-01
4.619304753612070e+01 -1.035642428174389e+01 -2.301104630179330e-01
4.630940281958701e+01 -1.038235571464217e+01 -2.157966843034850e-01
4.642575810305331e+01 -1.040668813258866e+01 -2.026613259022786e-01
4.654211338651962e+01 -1.042957151850820e+01 -1.909283697954086e-01
4.665846866998592e+01 -1.045118285762103e+01 -1.808376353018365e-01
4.677482395345223e+01 -1.047172786281151e+01 -1.726427547014940e-01
4.689117923691853e+01 -1.049144246228543e+01 -1.666091123869415e-01
4.700753452038484e+01 -1.051059404521482e+01 -1.630117436639335e-01
4.712388980385114e+01 -1.052948245949083e+01 -1.621331689372487e-01
4.724024508731745e+01 -1.054844075139744e+01 -1.642611124523675e-01
4.735660037078375e+01 -1.056783562925440e+01 -1.696860219231670e-01
4.747295565425006e+01 -1.058806762112933e+01 -1.786982663058193e-01
4.758931093771636e+01 -1.060957087987238e+01 -1.915848439292864e-01
4.770566622118267e+01 -1.063281256631775e+01 -2.086253827740820e-01
4.782202150464897e+01 -1.065829171296574e+01 -2.300871601747771e-01
4.793837678811528e+01 -1.068653743545709e+01 -2.562188130508697e-01
4.805473207158158e+01 -1.071810631771888e+01 -2.872423563613795e-01
4.817108735504789e+01 -1.075357874952194e+01 -3.233430843909197e-01
4.828744263851419e+01 -1.079355394420352e+01 -3.646569089910830e-01
4.840379792198050e+01 -1.083864331313478e+01 -4.112547099445343e-01
4.852015320544680e+01 -1.088946182848929e+01 -4.631233627256089e-01
4.863650848891311e+01 -1.094661697711669e+01 -5.201433055666576e-01
4.875286377237941e+01 -1.101069491087982e+01 -5.820628576234100e-01
4.886921905584572e+01 -1.108224345347944e+01 -6.484700542525847e-01
4.898557433931202e+01 -1.116175175702565e+01 -7.187635672519482e-01
4.910192962277833e+01 -1.124962664341369e+01 -7.921253400200119e-01
4.921828490624463e+01 -1.134616604395195e+01 -8.674988366461025e-01
4.933464018971094e+01 -1.145153048150297e+01 -9.435781158265470e-01
4.945099547317724e+01 -1.156571421083393e+01 -1.018813979004590e+00
4.956735075664355e+01 -1.168851838671268e+01 -1.091443728406443e+00
4.968370604010985e+01 -1.181952934458407e+01 -1.159550023562607e+00
4.980006132357616e+01 -1.195810556851167e+01 -1.221151430116122e+00
4.991641660704246e+01 -1.210337695578721e+01 -1.274322344676362e+00
5.003277189050877e+01 -1.225425935375235e+01 -1.317333548663239e+00
5.014912717397507e+01 -1.240948593458216e+01 -1.348798028315146e+00
5.026548245744138e+01 -1.256765487910154e+01 -1.367801906048065e+00
5.038183774090768e+01 -1.272729039683647e+01 -1.373999417783503e+00
5.049819302437399e+01 -1.288691184996726e+01 -1.367655026634786e+00
5.061454830784029e+01 -1.304510425448271e+01 -1.349624527434311e+00
5.073090359130660e+01 -1.320058312520484e+01 -1.321278163267728e+00
5.084725887477290e+01 -1.335224761002860e+01 -1.284379153311686e+00
5.096361415823921e+01 -1.349921785384522e+01 -1.240937738679194e+00
5.107996944170552e+01 -1.364085501569751e+01 -1.193062446476556e+00
5.119632472517182e+01 -1.377676474393813e+01 -1.142827128534201e+00
5.131268000863813e+01 -1.390678673424384e+01 -1.092166185736404e+00
5.142903529210443e+01 -1.403097403205890e+01 -1.042803419960776e+00
5.154539057557074e+01 -1.414956600908599e+01 -9.962139463249535e-01
5.166174585903704e+01 -1.426295861898882e+01 -9.536145105281422e-01
5.177810114250335e+01 -1.437167485975768e+01 -9.159755424223321e-01
5.189445642596965e+01 -1.447633756180474e+01 -8.840479535307638e-01
5.201081170943596e+01 -1.457764584434395e+01 -8.583984542996796e-01
5.212716699290226e+01 -1.467635593055646e+01 -8.394484525815932e-01
5.224352227636857e+01 -1.477326651806233e+01 -8.275129690732382e-01
5.235987755983487e+01 -1.486920855888497e+01 -8.228372071925913e-01
5.247623284330118e+01 -1.496503908406974e+01 -8.256293211315342e-01
5.259258812676748e+01 -1.506163857546107e+01 -8.360885036875144e-01
5.270894341023379e+01 -1.515991130314992e+01 -8.544277782512733e-01
5.282529869370009e+01 -1.526078797669659e+01 -8.808908547704291e-01
5.294165397716640e+01 -1.536522996946394e+01 -9.157621215896422e-01
5.305800926063270e+01 -1.547423423852157e+01 -9.593683077031404e-01
5.317436454409901e+01 -1.558883784908063e+01 -1.012069571980045e+00
5.329071982756531e+01 -1.571012069529929e+01 -1.074236779068485e+00
5.340707511103162e+01 -1.583920456648583e+01 -1.146210576757660e+00
5.352343039449792e+01 -1.597724613112494e+01 -1.228236779132741e+00
5.363978567796423e+01 -1.612542072494476e+01 -1.320371875527311e+00
5.375614096143053e+01 -1.628489312155344e+01 -1.422352957884158e+00
5.387249624489684e+01 -1.645677093436097e+01 -1.533429186873962e+00
5.398885152836314e+01 -1.664203631450260e+01 -1.652158783170197e+00
5.410520681182945e+01 -1.684145275017951e+01 -1.776188276417954e+00
5.422156209529575e+01 -1.705544679510396e+01 -1.902050335466640e+00
5.433791737876206e+01 -1.728397018066660e+01 -2.025040961755334e+00
5.445427266222836e+01 -1.752635618357037e+01 -2.139258426472368e+00
5.457062794569467e+01 -1.778119418181208e+01 -2.237889897358859e+00
5.468698322916097e+01 -1.804625481367478e+01 -2.313797916863062e+00
5.480333851262728e+01 -1.831849988710367e+01 -2.360376404020927e+00
5.491969379609358e+01 -1.859420103385914e+01 -2.372529547423624e+00
5.503604907955989e+01 -1.886916775872219e+01 -2.347527475187656e+00
5.515240436302619e+01 -1.913905489508329e+01 -2.285476842681915e+00
5.526875964649250e+01 -1.939969387707795e+01 -2.189247191823207e+00
5.538511492995880e+01 -1.964738403827562e+01 -2.063877875409771e+00
5.550147021342511e+01 -1.987909360045853e+01 -1.915661321273331e+00
5.561782549689141e+01 -2.009254823081107e+01 -1.751171597225371e+00
5.573418078035772e+01 -2.028621484140004e+01 -1.576464745465051e+00
5.585053606382402e+01 -2.045920855938625e+01 -1.396567090910827e+00
5.596689134729033e+01 -2.061115758007177e+01 -1.215256391458168e+00
5.608324663075663e+01 -2.074205660681638e+01 -1.035070430611489e+00
5.619960191422294e+01 -2.085213025132447e+01 -8.574551412485154e-01
5.631595719768924e+01 -2.094171791395875e+01 -6.829745766826159e-01
5.643231248115555e+01 -2.101118396141600e+01 -5.115289486357704e-01
5.654866776462185e+01 -2.106085220907718e+01 -3.425511893380324e-01
5.666502304808816e+01 -2.109096142378568e+01 -1.751710571580445e-01
5.678137833155446e+01 -2.110163803887093e+01 -8.347731309369614e-03
5.689773361502077e+01 -2.109288281165440e+01 1.590215206551480e-01
5.701408889848707e+01 -2.106456924632152e+01 3.280058446330874e-01
5.713044418195338e+01 -2.101645293763546e+01 4.995465804574479e-01
5.724679946541968e+01 -2.094819237528172e+01 6.743526164951670e-01
5.736315474888599e+01 -2.085938303663738e+01 8.527751515028470e-01
5.747951003235229e+01 -2.074960759216535e+01 1.034655358814948e+00
5.759586531581860e+01 -2.061850542828857e+01 1.219145645896304e+00
5.771222059928490e+01 -2.046586394752715e+01 1.404517618379194e+00
5.782857588275121e+01 -2.029173155650019e+01 1.587988472421654e+00
5.794493116621751e+01 -2.009654723438970e+01 1.765620741083019e+00
5.806128644968382e+01 -1.988127388727028e+01 1.932371299604222e+00
5.817764173315012e+01 -1.964751332945058e+01 2.082370544757950e+00
5.829399701661643e+01 -1.939757259439704e+01 2.209483637453905e+00
5.841035230008274e+01 -1.913444914800892e+01 2.308130883048477e+00
5.852670758354904e+01 -1.886171141873172e+01 2.374235240932320e+00
5.864306286701535e+01 -1.858327254410210e+01 2.406066752515389e+00
5.875941815048165e+01 -1.830308440527393e+01 2.404729789242997e+00
5.887577343394796e+01 -1.802480453673591e+01 2.374127288040234e+00
5.899212871741426e+01 -1.775149823030504e+01 2.320408423610011e+00
5.910848400088057e+01 -1.748542701068531e+01 2.251076147744754e+00
5.922483928434687e+01 -1.722794822329557e+01 2.174013553299976e+00
5.934119456781318e+01 -1.697952112500332e+01 2.096657560325510e+00
5.945754985127948e+01 -1.673979390296682e+01 2.025445066788146e+00
5.957390513474579e+01 -1.650773819462901e+01 1.965544709615950e+00
5.969026041821209e+01 -1.628180102767305e+01 1.920811453593634e+00
5.980661570167840e+01 -1.606005352045124e+01 1.893872023111200e+00
5.992297098514470e+01 -1.584032632720554e+01 1.886254393223079e+00
6.003932626861101e+01 -1.562033073539172e+01 1.898496170762465e+00
6.015568155207731e+01 -1.539777043991393e+01 1.930191809484001e+00
6.027203683554362e+01 -1.517045229724430e+01 1.979962000179438e+00
6.038839211900992e+01 -1.493640500858477e+01 2.045350829699887e+00
6.050474740247623e+01 -1.469401265727363e+01 2.122680481162353e+00
6.062110268594253e+01 -1.444216496300511e+01 2.206921340705204e+00
6.073745796940884e+01 -1.418041766502097e+01 2.291664387893557e+00
6.085381325287514e+01 -1.390914508010936e+01 2.369301103685124e+00
6.097016853634145e+01 -1.362965496024393e+01 2.431503434676251e+00
6.108652381980775e+01 -1.334422819925453e+01 2.470031714892617e+00
6.120287910327406e+01 -1.305604916888774e+01 2.477779824198849e+00
6.131923438674036e+01 -1.276901104211264e+01 2.449831706260358e+00
6.143558967020667e+01 -1.248741219156725e+01 2.384226291325790e+00
6.155194495367297e+01 -1.221559351866912e+01 2.282177345435567e+00
6.166830023713928e+01 -1.195758672282624e+01 2.147671590703563e+00
6.178465552060558e+01 -1.171683955897841e+01 1.986586544498425e+00
6.190101080407189e+01 -1.149605817176184e+01 1.805612486728376e+00
6.201736608753819e+01 -1.129717179518027e+01 1.611269338424878e+00
6.213372137100450e+01 -1.112139654315987e+01 1.409206344769632e+00
6.225007665447080e+01 -1.096936108389309e+01 1.203837338902367e+00
6.236643193793711e+01 -1.084125729221237e+01 9.982624712617401e-01
6.248278722140341e+01 -1.073698785585166e+01 7.943821333371083e-01
6.259914250486972e+01 -1.065629406655198e+01 5.931097243571510e-01
6.271549778833602e+01 -1.059885659521986e+01 3.946142284916487e-01
6.283185307180233e+01 -1.056436837778790e+01 1.985525655676121e-01
6.294820835526863e+01 -1.055258193803652e+01 4.275499506842650e-03
6.306456363873494e+01 -1.056333436033735e+01 -1.889932378002984e-01
6.318091892220124e+01 -1.059655259560615e+01 -3.819962020501209e-01
6.329727420566755e+01 -1.065224056521526e+01 -5.752880947259748e-01
6.341362948913385e+01 -1.073044816306204e+01 -7.690771694336319e-01
6.352998477260016e+01 -1.083122119226942e+01 -9.630556018755361e-01
6.364634005606646e+01 -1.095453096775756e+01 -1.156220929363899e+00
6.376269533953277e+01 -1.110018330251775e+01 -1.346704257417920e+00
6.387905062299907e+01 -1.126770944277754e+01 -1.531639093764142e+00
6.399540590646538e+01 -1.145624660908042e+01 -1.707124202504263e+00
6.411176118993168e+01 -1.166442288434535e+01 -1.868346797088642e+00
6.422811647339799e+01 -1.189026878547092e+01 -2.009925849714998e+00
6.434447175686429e+01 -1.213118289084143e+01 -2.126496094031053e+00
6.446082704033060e+01 -1.238397724024455e+01 -2.213478575243216e+00
6.457718232379690e+01 -1.264501663011096e+01 -2.267893040295544e+00
6.469353760726321e+01 -1.291044491502089e+01 -2.289004649658501e+00
6.480989289072951e+01 -1.317646707563155e+01 -2.278609041417909e+00
6.492624817419582e+01 -1.343963805252254e+01 -2.240859400096222e+00
6.504260345766212e+01 -1.369710660230047e+01 -2.181686999563527e+00
6.515895874112843e+01 -1.394677617294691e+01 -2.107989862992864e+00
6.527531402459473e+01 -1.418736848400265e+01 -2.026806459503667e+00
6.539166930806104e+01 -1.441839890558945e+01 -1.944648019389992e+00
6.550802459152735e+01 -1.464008791756518e+01 -1.867073612581989e+00
6.562437987499365e+01 -1.485323746261611e+01 -1.798505511810760e+00
6.574073515845996e+01 -1.505909718558374e+01 -1.742228025215635e+00
6.585709044192626e+01 -1.525923757911511e+01 -1.700494946412980e+00
6.597344572539257e+01 -1.545543858260571e+01 -1.674677766281422e+00
6.608980100885887e+01 -1.564959528182655e+01 -1.665404729192641e+00
6.620615629232518e+01 -1.584363767262885e+01 -1.672659793790472e+00
6.632251157579148e+01 -1.603945880237102e+01 -1.695826225773421e+00
6.643886685925779e+01 -1.623884455721326e+01 -1.733671645642559e+00
6.655522214272409e+01 -1.644339860169611e+01 -1.784281714016880e+00
6.667157742619040e+01 -1.665445743391921e+01 -1.844960580920076e+00
6.678793270965670e+01 -1.687299336457875e+01 -1.912129254848900e+00
6.690428799312301e+01 -1.709950769410671e+01 -1.981267521487669e+00
6.702064327658931e+01 -1.733392241604160e+01 -2.046956826378608e+00
6.713699856005562e+01 -1.757548566286381e+01 -2.103082429722523e+00
6.725335384352192e+01 -1.782271196331214e+01 -2.143232799772194e+00
6.736970912698823e+01 -1.807338027124225e+01 -2.161286170669737e+00
6.748606441045453e+01 -1.832460763924721e+01 -2.152104867981262e+00
6.760241969392084e+01 -1.857300314384806e+01 -2.112192313390870e+00
6.771877497738714e+01 -1.881488773757647e+01 -2.040141962258549e+00
6.783513026085345e+01 -1.904654750681580e+01 -1.936747758977391e+00
6.795148554431975e+01 -1.926447797450598e+01 -1.804744329479257e+00
6.806784082778606e+01 -1.946558012022750e+01 -1.648258602556028e+00
6.818419611125236e+01 -1.964728325064940e+01 -1.472129844076811e+00
6.830055139471867e+01 -1.980758929276257e+01 -1.281263931224069e+00
6.841690667818497e+01 -1.994505001552852e+01 -1.080140212569189e+00
6.853326196165128e+01 -2.005869843024351e+01 -8.725194869721392e-01
6.864961724511758e+01 -2.014795759433258e+01 -6.613421494461189e-01
6.876597252858389e+01 -2.021254656049734e+01 -4.487722949241005e-01
6.888232781205019e+01 -2.025239740120448e+01 -2.363356404997551e-01
6.899868309551650e+01 -2.026759153195244e+01 -2.510704614010522e-02
6.911503837898280e+01 -2.025831918826949e+01 1.840829934676664e-01
6.923139366244911e+01 -2.022486309484805e+01 3.904412851985181e-01
6.934774894591541e+01 -2.016760570887026e+01 5.930153190174829e-01
6.946410422938172e+01 -2.008705828551166e+01 7.905165238464228e-01
6.958045951284802e+01 -1.998390875064998e+01 9.811764293589025e-01
6.969681479631433e+01 -1.985908346323013e+01 1.162655748661771e+00
6.981317007978063e+01 -1.971381518631524e+01 1.332033536648884e+00
6.992952536324694e+01 -1.954970621058355e+01 1.485906025421962e+00
7.004588064671324e+01 -1.936877246921328e+01 1.620616694097785e+00
7.016223593017955e+01 -1.917345315351972e+01 1.732616257930002e+00
7.027859121364585e+01 -1.896657251778100e+01 1.818914692631557e+00
7.039494649711216e+01 -1.875124735167330e+01 1.877547189742596e+00
7.051130178057846e+01 -1.853074443157297e+01 1.907949984849033e+00
7.062765706404477e+01 -1.830830438937596e+01 1.911147977247693e+00
7.074401234751107e+01 -1.808695766287764e+01 1.889699280023333e+00
7.086036763097738e+01 -1.786936081423545e+01 1.847408250308719e+00
7.097672291444368e+01 -1.765767636879017e+01 1.788880513491759e+00
7.109307819790999e+01 -1.745350852608630e+01 1.719025834082242e+00
7.120943348137629e+01 -1.725789476806691e+01 1.642608874926041e+00
7.132578876484260e+01 -1.707134353515762e+01 1.563914035644495e+00
7.144214404830890e+01 -1.689390292871688e+01 1.486547908216193e+00
7.155849933177521e+01 -1.672524482100055e+01 1.413367951034949e+00
7.167485461524151e+01 -1.656475138000739e+01 1.346506320613241e+00
7.179120989870782e+01 -1.641159505034435e+01 1.287452648799264e+00
7.190756518217412e+01 -1.626480705562309e+01 1.237163905711475e+00
7.202392046564043e+01 -1.612333272147454e+01 1.196177926687894e+00
7.214027574910673e+01 -1.598607412832308e+01 1.164715862992532e+00
7.225663103257304e+01 -1.585192189057231e+01 1.142765808617312e+00
7.237298631603934e+01 -1.571977846065787e+01 1.130144646759605e+00
7.248934159950565e+01 -1.558857551814379e+01 1.126538012056007e+00
7.260569688297196e+01 -1.545728792025326e+01 1.131519731312947e+00
7.272205216643826e+01 -1.532494648823359e+01 1.144552760702616e+00
7.283840744990457e+01 -1.519065164874115e+01 1.164973969280994e+00
7.295476273337087e+01 -1.505358965546916e+01 1.191965507591517e+00
7.307111801683718e+01 -1.491305275970029e+01 1.224516225081469e+00
7.318747330030348e+01 -1.476846422899799e+01 1.261377835241851e+00
7.330382858376979e+01 -1.461940846782799e+01 1.301022307529966e+00
7.342018386723609e+01 -1.446566561684951e+01 1.341609114949941e+00
7.353653915070240e+01 -1.430724888023145e+01 1.380973010974275e+00
7.365289443416870e+01 -1.414444150974238e+01 1.416644118344491e+00
7.376924971763501e+01 -1.397782903283056e+01 1.445911162904699e+00
7.388560500110131e+01 -1.380832125655158e+01 1.465934554460638e+00
7.400196028456762e+01 -1.363715822195814e+01 1.473908137417902e+00
7.411831556803392e+01 -1.346589503579933e+01 1.467257494355025e+00
7.423467085150023e+01 -1.329636260143065e+01 1.443851087342944e+00
7.435102613496653e+01 -1.313060457192002e+01 1.402192092085702e+00
7.446738141843284e+01 -1.297079474980264e+01 1.341557451661840e+00
7.458373670189914e+01 -1.281914268595985e+01 1.262058511654088e+00
7.470009198536545e+01 -1.267779736066986e+01 1.164613246709683e+00
7.481644726883175e+01 -1.254875890117319e+01 1.050838855230496e+00
7.493280255229806e+01 -1.243380629368299e+01 9.228892905566192e-01
7.504915783576436e+01 -1.233444562980450e+01 7.832703965714209e-01
7.516551311923067e+01 -1.225187960077893e+01 6.346643127413287e-01
7.528186840269697e+01 -1.218699569040905e+01 4.797866627026103e-01
7.539822368616328e+01 -1.214036843782296e+01 3.212885388492770e-01
7.551457896962958e+01 -1.211227040967309e+01 1.617041523779786e-01
7.563093425309589e+01 -1.210268694313526e+01 3.436589631528101e-03
7.574728953656219e+01 -1.211133092225986e+01 -1.512308407432607e-01
7.586364482002850e+01 -1.213765544013617e+01 -3.001120248788675e-01
7.598000010349480e+01 -1.218086385925170e+01 -4.410980750748169e-01
7.609635538696111e+01 -1.223991828092251e+01 -5.721516425924577e-01
7.621271067042741e+01 -1.231354860055965e+01 -6.913236819693923e-01
7.632906595389372e+01 -1.240026501612179e+01 -7.967961873704436e-01
7.644542123736002e+01 -1.249837694971508e+01 -8.869488547921611e-01
7.656177652082633e+01 -1.260602076049126e+01 -9.604417387831002e-01
7.667813180429263e+01 -1.272119739240318e+01 -1.016300854382069e+00
7.679448708775894e+01 -1.284181938228868e+01 -1.053990718106244e+00
7.691084237122524e+01 -1.296576477893967e+01 -1.073458238432354e+00
7.702719765469155e+01 -1.309093391943470e+01 -1.075136573734556e+00
7.714355293815785e+01 -1.321530408301541e+01 -1.059904795801735e+00
7.725990822162416e+01 -1.333697704536518e+01 -1.029007564183391e+00
7.737626350509046e+01 -1.345421548668621e+01 -9.839462268185819e-01
7.749261878855677e+01 -1.356546581458771e+01 -9.263569608795562e-01
7.760897407202307e+01 -1.366936684147371e+01 -8.578920136707544e-01
7.772532935548938e+01 -1.376474548742998e+01 -7.801172959886378e-01
7.784168463895568e+01 -1.385060195787036e+01 -6.944348609540990e-01
7.795803992242199e+01 -1.392608753901267e+01 -6.020337175910828e-01
7.807439520588829e+01 -1.399047829690377e+01 -5.038681948133259e-01
7.819075048935460e+01 -1.404314769861140e+01 -4.006603158846542e-01
7.830710577282090e+01 -1.408354067804021e+01 -2.929214358062782e-01
7.842346105628721e+01 -1.411115110881728e+01 -1.809884354707723e-01
7.853981633975351e+01 -1.412550414236514e+01 -6.507060317599875e-02
7.865617162321982e+01 -1.412614448633247e+01 5.469548669417128e-02
7.877252690668612e+01 -1.411263145392023e+01 1.781846458188426e-01
7.888888219015243e+01 -1.408454148590907e+01 3.052160375105138e-01
7.900523747361873e+01 -1.404147878039630e+01 4.354809581006491e-01
7.912159275708504e+01 -1.398309457896399e+01 5.684665485092263e-01
7.923794804055134e+01 -1.390911544536885e+01 7.033781608915429e-01
7.935430332401765e+01 -1.381938040660688e+01 8.390658628941294e-01
7.947065860748395e+01 -1.371388597497416e+01 9.739643784742453e-01
7.958701389095026e+01 -1.359283673549054e+01 1.106060112227193e+00
7.970336917441657e+01 -1.345669736684997e+01 1.232902570954282e+00
7.981972445788287e+01 -1.330623985471540e+01 1.351678474052524e+00
7.993607974134918e+01 -1.314257771075552e+01 1.459362630140801e+00
8.005243502481548e+01 -1.296717796281765e+01 1.552948228031662e+00
8.016879030828179e+01 -1.278184239530600e+01 1.629740619985518e+00
8.028514559174809e+01 -1.258865264768278e+01 1.687676704210623e+00
8.040150087521440e+01 -1.238987930890517e+01 1.725614207489531e+00
8.051785615868070e+01 -1.218786206546285e+01 1.743530450969202e+00
8.063421144214701e+01 -1.198487436704858e+01 1.742584101256958e+00
8.075056672561331e+01 -1.178298983701276e+01 1.725023821593047e+00
8.086692200907962e+01 -1.158396738700776e+01 1.693964418278057e+00
8.098327729254592e+01 -1.138916775862160e+01 1.653080457897819e+00
8.109963257601223e+01 -1.119950749895075e+01 1.606279544752252e+00
8.121598785947853e+01 -1.101544935984918e+01 1.557410876577650e+00
8.133234314294484e+01 -1.083702268521455e+01 1.510045330209120e+00
8.144869842641114e+01 -1.066386447958643e+01 1.467340296729246e+00
8.156505370987745e+01 -1.049527149052203e+01 1.431983320625450e+00
8.168140899334375e+01 -1.033025508856470e+01 1.406196858746958e+00
8.179776427681006e+01 -1.016759310770577e+01 1.391782012313289e+00
8.191411956027636e+01 -1.000587538745011e+01 1.390179677763718e+00
8.203047484374267e+01 -9.843542102512016e+00 1.402530568559452e+00
8.214683012720897e+01 -9.678915925269029e+00 1.429718914660371e+00
8.226318541067528e+01 -9.510230674968431e+00 1.472387197148657e+00
8.237954069414158e+01 -9.335660483329878e+00 1.530910757204813e+00
8.249589597760789e+01 -9.153354749846869e+00 1.605322057112554e+00
8.261225126107419e+01 -8.961485266444120e+00 1.695176082594447e+00
8.272860654454050e+01 -8.758312651037940e+00 1.799353065612935e+00
8.284496182800680e+01 -8.542279124068092e+00 1.915805464263513e+00
8.296131711147311e+01 -8.312132784887497e+00 2.041276346967555e+00
8.307767239493941e+01 -8.067083663815042e+00 2.171047723749122e+00
8.319402767840572e+01 -7.806982786779954e+00 2.298816031594084e+00
8.331038296187202e+01 -7.532502184052704e+00 2.416823017438833e+00
8.342673824533833e+01 -7.245278620121021e+00 2.516365394437886e+00
8.354309352880463e+01 -6.947972951024838e+00 2.588733237228871e+00
8.365944881227094e+01 -6.644199388323578e+00 2.626474963634902e+00
8.377580409573724e+01 -6.338301710908875e+00 2.624701760889701e+00
8.389215937920355e+01 -6.034994734751008e+00 2.582031390036279e+00
8.400851466266985e+01 -5.738934256701286e+00 2.500833393700421e+00
8.412486994613616e+01 -5.454305245513105e+00 2.386680199111041e+00
8.424122522960246e+01 -5.184511515690946e+00 2.247206291564598e+00
8.435758051306877e+01 -4.932014137340689e+00 2.090761901058522e+00
8.447393579653507e+01 -4.698319632176198e+00 1.925237188953754e+00
8.459029108000138e+01 -4.484083383259604e+00 1.757278484860874e+00
8.470664636346768e+01 -4.289278829396278e+00 1.591934681654329e+00
8.482300164693399e+01 -4.113386660499874e+00 1.432646464522789e+00
8.493935693040029e+01 -3.955571727597146e+00 1.281446023841126e+00
8.505571221386660e+01 -3.814830431811075e+00 1.139247634856988e+00
8.517206749733290e+01 -3.690103213279698e+00 1.006146562044865e+00
8.528842278079921e+01 -3.580354110031637e+00 8.816813674017503e-01
8.540477806426551e+01 -3.484622856001424e+00 7.650424493739142e-01
8.552113334773182e+01 -3.402055924659316e+00 6.552261625119942e-01
8.563748863119812e+01 -3.331922474714200e+00 5.511417421414095e-01
8.575384391466443e+01 -3.273620131365224e+00 4.516807387051200e-01
8.587019919813073e+01 -3.226674408911221e+00 3.557583368770326e-01
8.598655448159704e+01 -3.190734570237322e+00 2.623344524648591e-01
8.610290976506334e+01 -3.165567900945338e+00 1.704207766805109e-01
8.621926504852965e+01 -3.151053750348922e+00 7.907840047838771e-02
8.633562033199595e+01 -3.147178225486782e+00 -1.259054031685717e-02
8.645197561546226e+01 -3.154030075124429e+00 -1.054545764540547e-01
8.656833089892856e+01 -3.171798025826251e+00 -2.003658141720132e-01
8.668468618239487e+01 -3.200769591885160e+00 -2.981720171319103e-01
8.680104146586118e+01 -3.241331137856002e+00 -3.997256557928106e-01
8.691739674932748e+01 -3.293968689840232e+00 -5.058872179777879e-01
8.703375203279379e+01 -3.359268631564905e+00 -6.175192406609809e-01
8.715010731626009e+01 -3.437916944592854e+00 -7.354663553469530e-01
8.726646259972640e+01 -3.530695022315485e+00 -8.605151959140246e-01
8.738281788319270e+01 -3.638469282439140e+00 -9.933265012530312e-01
8.749917316665901e+01 -3.762170838803289e+00 -1.134330645263319e+00
8.761552845012531e+01 -3.902760470265633e+00 -1.283578125601266e+00
8.773188373359162e+01 -4.061173295850404e+00 -1.440539940786053e+00
8.784823901705792e+01 -4.238237430838590e+00 -1.603861792611573e+00
8.796459430052423e+01 -4.434562280250056e+00 -1.771093562447547e+00
8.808094958399053e+01 -4.650396137319786e+00 -1.938443232463745e+00
8.819730486745684e+01 -4.885460484550372e+00 -2.100639529298382e+00
8.831366015092314e+01 -5.138780112748241e+00 -2.251017998512338e+00
8.843001543438945e+01 -5.408542044744754e+00 -2.381946903412776e+00
8.854637071785575e+01 -5.692027173394952e+00 -2.485652413158483e+00
8.866272600132206e+01 -5.985658559311335e+00 -2.555372996080025e+00
8.877908128478836e+01 -6.285192342487052e+00 -2.586603051665529e+00
8.889543656825467e+01 -6.586041202237637e+00 -2.578063746536236e+00
8.901179185172097e+01 -6.883677879314360e+00 -2.532064109247510e+00
8.912814713518728e+01 -7.174037159051552e+00 -2.454113301704481e+00
8.924450241865358e+01 -7.453834609777288e+00 -2.351921645909810e+00
8.936085770211989e+01 -7.720749459988698e+00 -2.234128699446499e+00
8.947721298558619e+01 -7.973461757206202e+00 -2.109124609977294e+00
8.959356826905250e+01 -8.211570502495055e+00 -1.984209121092928e+00
8.970992355251880e+01 -8.435437832253895e+00 -1.865160225717135e+00
8.982627883598511e+01 -8.646004310132547e+00 -1.756151600044591e+00
8.994263411945141e+01 -8.844609155950140e+00 -1.659898701308571e+00
9.005898940291772e+01 -9.032834877554377e+00 -1.577914383821132e+00
9.017534468638402e+01 -9.212383558773798e+00 -1.510785833347241e+00
9.029169996985033e+01 -9.384983930248824e+00 -1.458420801740063e+00
9.040805525331663e+01 -9.552324075291699e+00 -1.420240001320980e+00
9.052441053678294e+01 -9.716003106944939e+00 -1.395311090780799e+00
9.064076582024924e+01 -9.877495272522431e+00 -1.382429711788558e+00
9.075712110371555e+01 -1.003812087999015e+01 -1.380157573883359e+00
9.087347638718185e+01 -1.019901972110604e+01 -1.386829310016965e+00
9.098983167064816e+01 -1.036112407494840e+01 -1.400540523700388e+00
9.110618695411446e+01 -1.052512985349825e+01 -1.419130026094067e+00
9.122254223758077e+01 -1.069146600004775e+01 -1.440169877518217e+00
9.133889752104707e+01 -1.086026385502769e+01 -1.460977053905652e+00
9.145525280451338e+01 -1.103132976568828e+01 -1.478659455538834e+00
9.157160808797968e+01 -1.120412552090419e+01 -1.490205489191040e+00
9.168796337144599e+01 -1.137776191197537e+01 -1.492619809189147e+00
9.180431865491229e+01 -1.155101048363005e+01 -1.483098146476292e+00
9.192067393837860e+01 -1.172233707411210e+01 -1.459223094100705e+00
9.203702922184490e+01 -1.188995805314894e+01 -1.419153330839069e+00
9.215338450531121e+01 -1.205191666214319e+01 -1.361774739344078e+00
9.226973978877751e+01 -1.220617333962044e+01 -1.286785871913580e+00
9.238609507224382e+01 -1.235070134102794e+01 -1.194702225615724e+00
9.250245035571012e+01 -1.248357810812883e+01 -1.086780573046441e+00
