-8.010000e-01 1.234000e-01
-7.759719e-01 3.057172e-01
-7.301485e-01 4.804996e-01
-6.645285e-01 6.456394e-01
-5.803603e-01 7.989449e-01
-4.791522e-01 9.381558e-01
-3.626759e-01 1.061015e+00
-2.329599e-01 1.165394e+00
-9.226478e-02 1.249461e+00
5.696172e-02 1.311860e+00
2.121497e-01 1.351871e+00
3.706881e-01 1.369519e+00
5.300136e-01 1.365594e+00
6.876969e-01 1.341593e+00
8.415170e-01 1.299568e+00
9.895145e-01 1.241931e+00
1.130021e+00 1.171236e+00
1.261664e+00 1.089978e+00
1.383350e+00 1.000433e+00
1.494230e+00 9.045410e-01
1.593660e+00 8.038532e-01
1.681154e+00 6.995133e-01
1.756333e+00 5.922785e-01
1.818887e+00 4.825607e-01
1.868538e+00 3.704807e-01
1.905006e+00 2.559273e-01
1.927988e+00 1.386179e-01
1.937142e+00 1.815855e-02
1.932075e+00 -1.058966e-01
1.912342e+00 -2.339831e-01
1.877454e+00 -3.664607e-01
1.826884e+00 -5.035382e-01
1.760097e+00 -6.451887e-01
1.676578e+00 -7.910522e-01
1.575878e+00 -9.403281e-01
1.457673e+00 -1.091666e+00
1.321833e+00 -1.243067e+00
1.168500e+00 -1.391827e+00
9.981730e-01 -1.534552e+00
8.117808e-01 -1.667275e+00
6.107342e-01 -1.785725e+00
3.969399e-01 -1.885731e+00
1.727598e-01 -1.963730e+00
-5.909146e-02 -2.017305e+00
-2.957063e-01 -2.045619e+00
-5.341843e-01 -2.049644e+00
-7.718422e-01 -2.032113e+00
-1.006404e+00 -1.997212e+00
-1.236140e+00 -1.950089e+00
-1.459952e+00 -1.896308e+00
-1.677386e+00 -1.841346e+00
-1.888602e+00 -1.790231e+00
-2.094311e+00 -1.747323e+00
-2.295682e+00 -1.716228e+00
-2.494265e+00 -1.699811e+00
-2.691901e+00 -1.700258e+00
-2.890649e+00 -1.719134e+00
-3.092715e+00 -1.757421e+00
-3.300387e+00 -1.815492e+00
-3.515955e+00 -1.893009e+00
-3.741618e+00 -1.988734e+00
-3.979369e+00 -2.100267e+00
-4.230838e+00 -2.223732e+00
-4.497102e+00 -2.353506e+00
-4.778480e+00 -2.482110e+00
-5.074318e+00 -2.600430e+00
-5.382839e+00 -2.698426e+00
-5.701102e+00 -2.766357e+00
-6.025124e+00 -2.796363e+00
-6.350195e+00 -2.783967e+00
-6.671326e+00 -2.729008e+00
-6.983769e+00 -2.635628e+00
-7.283463e+00 -2.511316e+00
-7.567340e+00 -2.365375e+00
-7.833442e+00 -2.207334e+00
-8.080873e+00 -2.045714e+00
-8.309630e+00 -1.887327e+00
-8.520392e+00 -1.737075e+00
-8.714304e+00 -1.598085e+00
-8.892786e+00 -1.472031e+00
-9.057386e+00 -1.359493e+00
-9.209673e+00 -1.260297e+00
-9.351163e+00 -1.173789e+00
-9.483282e+00 -1.099037e+00
-9.607336e+00 -1.034981e+00
-9.724505e+00 -9.805265e-01
-9.835845e+00 -9.346006e-01
-9.942288e+00 -8.961875e-01
-1.004465e+01 -8.643425e-01
-1.014365e+01 -8.381958e-01
-1.023990e+01 -8.169488e-01
-1.033392e+01 -7.998670e-01
-1.042617e+01 -7.862715e-01
-1.051701e+01 -7.755290e-01
-1.060673e+01 -7.670442e-01
-1.069557e+01 -7.602519e-01
-1.078370e+01 -7.546125e-01
-1.087120e+01 -7.496090e-01
-1.095814e+01 -7.447463e-01
-1.104450e+01 -7.395540e-01
-1.113022e+01 -7.335898e-01
-1.121517e+01 -7.264471e-01
-1.129921e+01 -7.177623e-01
-1.138213e+01 -7.072245e-01
-1.146370e+01 -6.945847e-01
-1.154368e+01 -6.796647e-01
-1.162178e+01 -6.623650e-01
-1.169772e+01 -6.426697e-01
-1.177124e+01 -6.206494e-01
-1.184207e+01 -5.964607e-01
-1.190997e+01 -5.703423e-01
-1.197473e+01 -5.426077e-01
-1.203619e+01 -5.136355e-01
-1.209423e+01 -4.838567e-01
-1.214878e+01 -4.537411e-01
-1.219983e+01 -4.237818e-01
-1.224742e+01 -3.944803e-01
-1.229167e+01 -3.663315e-01
-1.233274e+01 -3.398100e-01
-1.237083e+01 -3.153577e-01
-1.240622e+01 -2.933722e-01
-1.243921e+01 -2.741985e-01
-1.247015e+01 -2.581212e-01
-1.249941e+01 -2.453591e-01
-1.252738e+01 -2.360617e-01
-1.255448e+01 -2.303068e-01
-1.258111e+01 -2.281004e-01
-1.260769e+01 -2.293777e-01
-1.263462e+01 -2.340053e-01
-1.266227e+01 -2.417851e-01
-1.269100e+01 -2.524593e-01
-1.272112e+01 -2.657160e-01
-1.275292e+01 -2.811969e-01
-1.278663e+01 -2.985048e-01
-1.282244e+01 -3.172123e-01
-1.286049e+01 -3.368717e-01
-1.290085e+01 -3.570242e-01
-1.294357e+01 -3.772104e-01
-1.298862e+01 -3.969801e-01
-1.303592e+01 -4.159019e-01
-1.308535e+01 -4.335722e-01
-1.313675e+01 -4.496228e-01
-1.318991e+01 -4.637272e-01
-1.324458e+01 -4.756054e-01
-1.330049e+01 -4.850267e-01
-1.335735e+01 -4.918099e-01
-1.341483e+01 -4.958223e-01
-1.347262e+01 -4.969758e-01
-1.353037e+01 -4.952226e-01
