-8.010000e-01 1.234000e-01
-1.113022e+01 -7.335898e-01
-1.030788e+01 9.933773e-01
-1.365275e+01 1.578793e+00
-1.042957e+01 -1.909284e-01
-1.964751e+01 2.082371e+00
-1.971382e+01 1.332034e+00
-1.066386e+01 1.467340e+00
-1.292152e+01 -3.862472e-01
-2.002370e+01 1.945939e+00
-1.967387e+01 1.145441e+00
-1.130057e+01 7.626541e-01
-2.550602e+01 -5.129321e-01
-3.251621e+01 1.967785e+00
-3.224429e+01 1.177218e+00
-2.370831e+01 9.107198e-01
-1.748547e+01 8.327773e-01
-2.942539e+01 -4.606595e-01
-2.904904e+01 1.031089e+00
-3.236239e+01 8.194902e-01
-3.906346e+01 1.601259e+00
-3.781127e+01 -4.255953e-01
