N                   Sum Up                   Sum Down                 Difference Divided by Average
8300001.0000000000000000               15.4036827087402344               16.5025291442871094               0.0688797831535339
8400001.0000000000000000               15.4036827087402344               16.5158081054687500               0.0696831569075584
8500001.0000000000000000               15.4036827087402344               16.5303325653076172               0.0705611109733582
8600001.0000000000000000               15.4036827087402344               16.5451393127441406               0.0714553147554398
8700001.0000000000000000               15.4036827087402344               16.5609893798828125               0.0724116116762161
8800001.0000000000000000               15.4036827087402344               16.5772571563720703               0.0733921155333519
8900001.0000000000000000               15.4036827087402344               16.5903015136718750               0.0741776227951050
9000001.0000000000000000               15.4036827087402344               16.6022205352783203               0.0748947933316231
9100001.0000000000000000               15.4036827087402344               16.6133956909179688               0.0755667313933372
9200001.0000000000000000               15.4036827087402344               16.6226367950439453               0.0761220157146454
9300001.0000000000000000               15.4036827087402344               16.6304130554199219               0.0765890404582024
9400001.0000000000000000               15.4036827087402344               16.6384544372558594               0.0770717486739159
9500001.0000000000000000               15.4036827087402344               16.6464843750000000               0.0775535181164742
9600001.0000000000000000               15.4036827087402344               16.6553268432617188               0.0780837684869766
9700001.0000000000000000               15.4036827087402344               16.6628208160400391               0.0785329192876816
9800001.0000000000000000               15.4036827087402344               16.6703319549560547               0.0789828971028328
9900001.0000000000000000               15.4036827087402344               16.6782951354980469               0.0794597193598747
