#  N   Milne     Simpsons
#-----------------------------------------
5.831882e+00  -3.505943e+01  -2.758499e+01
5.843544e+00  -3.505943e+01  -2.763204e+01
5.855072e+00  -3.666886e+01  -2.767693e+01
5.866468e+00  -3.505943e+01  -2.772249e+01
5.877736e+00  -3.597572e+01  -2.776872e+01
5.888878e+00  -3.487710e+01  -2.781220e+01
5.899897e+00  -3.472295e+01  -2.785766e+01
5.910797e+00  -3.597572e+01  -2.790138e+01
5.921578e+00  -3.597572e+01  -2.794352e+01
5.932245e+00  -3.472295e+01  -2.798700e+01
5.942799e+00  -3.557025e+01  -2.803087e+01
5.953243e+00  -3.597572e+01  -2.807157e+01
5.963579e+00  -3.597572e+01  -2.811284e+01
5.973810e+00  -3.505943e+01  -2.815407e+01
5.983936e+00  -3.528257e+01  -2.819395e+01
5.993961e+00  -inf  -2.823375e+01
6.003887e+00  -3.666886e+01  -2.827406e+01
6.013715e+00  -3.557025e+01  -2.831372e+01
6.023448e+00  -3.487710e+01  -2.835379e+01
6.033086e+00  -3.472295e+01  -2.839171e+01
6.042633e+00  -3.487710e+01  -2.842822e+01
6.052089e+00  -3.528257e+01  -2.846748e+01
6.061457e+00  -3.528257e+01  -2.850521e+01
6.070738e+00  -inf  -2.854294e+01
6.079933e+00  -3.487710e+01  -2.857846e+01
6.089045e+00  -3.487710e+01  -2.861720e+01
6.098074e+00  -3.487710e+01  -2.865288e+01
6.107023e+00  -3.528257e+01  -2.868884e+01
6.115892e+00  -3.487710e+01  -2.872154e+01
6.124683e+00  -3.666886e+01  -2.875901e+01
6.133398e+00  -3.666886e+01  -2.879451e+01
6.142037e+00  -3.436628e+01  -2.882894e+01
6.150603e+00  -3.666886e+01  -2.885811e+01
6.159095e+00  -3.427097e+01  -2.889359e+01
6.167516e+00  -3.597572e+01  -2.892863e+01
6.175867e+00  -3.505943e+01  -2.896450e+01
6.184149e+00  -3.528257e+01  -2.899471e+01
6.192362e+00  -3.505943e+01  -2.902586e+01
6.200509e+00  -3.505943e+01  -2.906049e+01
6.208590e+00  -inf  -2.909174e+01
6.216606e+00  -3.666886e+01  -2.912718e+01
