#  N   Milne     Simpsons
#-----------------------------------------
1.60944  -1.114298e+01  -9.735676e+00
2.197225e+00  -1.526798e+01  -1.256945e+01
2.564949e+00  -1.784936e+01  -1.420110e+01
2.833213e+00  -1.961585e+01  -1.535519e+01
3.044522e+00  -2.097139e+01  -1.624930e+01
3.218876e+00  -2.207398e+01  -1.697942e+01
3.367296e+00  -2.300400e+01  -1.759653e+01
3.496508e+00  -2.380847e+01  -1.813098e+01
3.610918e+00  -2.451739e+01  -1.860233e+01
3.713572e+00  -2.515116e+01  -1.902393e+01
3.806662e+00  -2.572420e+01  -1.940529e+01
3.891820e+00  -2.624712e+01  -1.975343e+01
3.970292e+00  -2.672813e+01  -2.007367e+01
4.043051e+00  -2.717327e+01  -2.037015e+01
4.110874e+00  -2.758784e+01  -2.064617e+01
4.174387e+00  -2.797537e+01  -2.090436e+01
4.234107e+00  -2.833945e+01  -2.114689e+01
4.290459e+00  -2.868236e+01  -2.137555e+01
4.343805e+00  -2.900734e+01  -2.159184e+01
4.394449e+00  -2.931450e+01  -2.179703e+01
4.442651e+00  -2.960753e+01  -2.199221e+01
4.488636e+00  -2.989008e+01  -2.217830e+01
4.532599e+00  -3.015712e+01  -2.235612e+01
4.574711e+00  -3.041120e+01  -2.252637e+01
4.615121e+00  -3.066993e+01  -2.268967e+01
4.653960e+00  -3.091312e+01  -2.284656e+01
4.691348e+00  -3.111979e+01  -2.299752e+01
4.727388e+00  -3.134099e+01  -2.314300e+01
4.762174e+00  -3.154490e+01  -2.328337e+01
4.795791e+00  -3.177852e+01  -2.341899e+01
4.828314e+00  -3.195037e+01  -2.355015e+01
4.859812e+00  -3.215800e+01  -2.367715e+01
4.890349e+00  -3.231216e+01  -2.380024e+01
4.919981e+00  -3.252573e+01  -2.391965e+01
4.948760e+00  -3.271762e+01  -2.403559e+01
4.976734e+00  -3.275684e+01  -2.414830e+01
5.003946e+00  -3.308535e+01  -2.425790e+01
5.030438e+00  -3.323488e+01  -2.436457e+01
5.056246e+00  -3.326767e+01  -2.446846e+01
5.081404e+00  -3.353337e+01  -2.456974e+01
5.105945e+00  -3.372443e+01  -2.466852e+01
5.129899e+00  -3.389628e+01  -2.476490e+01
5.153292e+00  -3.389628e+01  -2.485902e+01
5.176150e+00  -3.447164e+01  -2.495100e+01
5.198497e+00  -3.410391e+01  -2.504084e+01
5.220356e+00  -3.410391e+01  -2.512876e+01
5.241747e+00  -3.383565e+01  -2.521484e+01
5.262690e+00  -3.505943e+01  -2.529904e+01
5.283204e+00  -3.410391e+01  -2.538152e+01
5.303305e+00  -3.447164e+01  -2.546231e+01
5.323010e+00  -3.528257e+01  -2.554157e+01
5.342334e+00  -3.557025e+01  -2.561920e+01
5.361292e+00  -3.487710e+01  -2.569534e+01
5.379897e+00  -3.487710e+01  -2.577024e+01
5.398163e+00  -3.597572e+01  -2.584358e+01
5.416100e+00  -3.597572e+01  -2.591567e+01
5.433722e+00  -3.505943e+01  -2.598635e+01
5.451038e+00  -3.597572e+01  -2.605601e+01
5.468060e+00  -3.666886e+01  -2.612437e+01
5.484797e+00  -inf  -2.619158e+01
5.501258e+00  -3.487710e+01  -2.625784e+01
5.517453e+00  -3.487710e+01  -2.632278e+01
5.533389e+00  -3.505943e+01  -2.638694e+01
5.549076e+00  -3.666886e+01  -2.644954e+01
5.564520e+00  -3.487710e+01  -2.651178e+01
5.579730e+00  -3.487710e+01  -2.657265e+01
5.594711e+00  -3.597572e+01  -2.663303e+01
5.609472e+00  -3.487710e+01  -2.669227e+01
5.624018e+00  -3.487710e+01  -2.675059e+01
5.638355e+00  -3.666886e+01  -2.680839e+01
5.652489e+00  -3.557025e+01  -2.686492e+01
5.666427e+00  -3.666886e+01  -2.692074e+01
5.680173e+00  -3.597572e+01  -2.697604e+01
5.693732e+00  -3.528257e+01  -2.703038e+01
5.707110e+00  -3.487710e+01  -2.708455e+01
5.720312e+00  -3.557025e+01  -2.713724e+01
5.733341e+00  -3.666886e+01  -2.718972e+01
5.746203e+00  -3.597572e+01  -2.724108e+01
5.758902e+00  -inf  -2.729165e+01
5.771441e+00  -3.557025e+01  -2.734181e+01
5.783825e+00  -3.472295e+01  -2.739152e+01
5.796058e+00  -3.557025e+01  -2.744127e+01
5.808142e+00  -3.528257e+01  -2.748867e+01
5.820083e+00  -3.557025e+01  -2.753713e+01
