# Spherical Bessel functions via up and down recursion
log(x)   ans_down   ans_up   gsl_bes   log(rel_dif)   rel_dif_gsl
2.901421594083 -3.833898146346e-02 -3.833898146346e-02 -3.833898146346e-02 -3.694124836486e+01 3.619759127154e-16 
2.906901059847 -3.412113064269e-02 -3.412113064269e-02 -3.412113064269e-02          -inf 7.117621311554e-16 
2.912350664615 -2.972139005999e-02 -2.972139005999e-02 -2.972139005999e-02          -inf 1.167323245969e-15 
2.917770732084 -2.516979027654e-02 -2.516979027654e-02 -2.516979027654e-02          -inf 1.033812830928e-15 
2.923161580719 -2.049737215784e-02 -2.049737215784e-02 -2.049737215784e-02 -3.700822506456e+01 4.231575302967e-16 
2.928523523861 -1.573597896788e-02 -1.573597896788e-02 -1.573597896788e-02 -3.605073093802e+01 2.204786215739e-16 
2.933856869836 -1.091804083535e-02 -1.091804083535e-02 -1.091804083535e-02 -3.512558194910e+01 1.191644752573e-15 
2.939161922066 -6.076353129770e-03 -6.076353129770e-03 -6.076353129770e-03 -3.404313322108e+01 2.569388406230e-15 
2.944438979166 -1.243850352044e-03 -1.243850352044e-03 -1.243850352044e-03 -3.148979106143e+01 2.771847033559e-14 
2.949688335053 3.546622801532e-03 3.546622801532e-03 3.546622801532e-03 -3.322249187874e+01 2.262179127966e-15 
2.954910279034 8.262541501444e-03 8.262541501444e-03 8.262541501444e-03 -3.449022268965e+01 1.049751747494e-16 
2.960105095911 1.287193024427e-02 1.287193024427e-02 1.287193024427e-02 -3.529021439605e+01 4.716877772565e-16 
2.965273066069 1.734358996533e-02 1.734358996533e-02 1.734358996533e-02          -inf 9.001891370241e-16 
2.970414465570 2.164732106015e-02 2.164732106015e-02 2.164732106015e-02 -3.706281008229e+01 4.808142692087e-16 
2.975529566236 2.575414058307e-02 2.575414058307e-02 2.575414058307e-02 -3.585022942646e+01 1.683926775174e-15 
2.980618635744 2.963649191924e-02 2.963649191924e-02 2.963649191924e-02          -inf 1.170667217094e-16 
2.985681937700 3.326844526731e-02 3.326844526731e-02 3.326844526731e-02 -3.679939055166e+01 1.042864168757e-16 
2.990719731730 3.662588732568e-02 3.662588732568e-02 3.662588732568e-02 -3.689553648786e+01 1.894532640863e-16 
2.995732273554 3.968669864463e-02 3.968669864463e-02 3.968669864463e-02 -3.697579727831e+01 0.000000000000e+00 
3.000719815065 4.243091718832e-02 4.243091718832e-02 4.243091718832e-02          -inf 0.000000000000e+00 
3.005682604407 4.484088674641e-02 4.484088674641e-02 4.484088674641e-02 -3.640475438673e+01 2.321171950662e-16 
3.010620886048 4.690138894141e-02 4.690138894141e-02 4.690138894141e-02          -inf 1.479464480801e-16 
3.015534900850 4.859975769687e-02 4.859975769687e-02 4.859975769687e-02 -3.607978745006e+01 7.138815328244e-17 
3.020424886144 4.992597515977e-02 4.992597515977e-02 4.992597515977e-02          -inf 6.949182145869e-17 
3.025291075796 5.087274820911e-02 5.087274820911e-02 5.087274820911e-02 -3.653096139447e+01 6.819853603530e-17 
3.030133700271 5.143556482906e-02 5.143556482906e-02 5.143556482906e-02 -3.723511104943e+01 2.698091846359e-16 
3.034952986707 5.161272977911e-02 5.161272977911e-02 5.161272977911e-02 -3.562911162427e+01 3.361038029573e-16 
3.039749158971 5.140537915361e-02 5.140537915361e-02 5.140537915361e-02          -inf 0.000000000000e+00 
3.044522437723 5.081747358787e-02 5.081747358787e-02 5.081747358787e-02          -inf 1.365454323877e-16 
3.049273040482 4.985577003615e-02 4.985577003615e-02 4.985577003615e-02          -inf 2.087690321163e-16 
3.054001181678 4.852977221727e-02 4.852977221727e-02 4.852977221727e-02 -3.607834637458e+01 3.574555158039e-16 
3.058707072715 4.685165999452e-02 4.685165999452e-02 4.685165999452e-02 -3.644862045310e+01 2.962069606379e-16 
3.063390922028 4.483619812681e-02 4.483619812681e-02 4.483619812681e-02 -3.709779700057e+01 3.095219574274e-16 
3.068052935134 4.250062499613e-02 4.250062499613e-02 4.250062499613e-02 -3.704429997511e+01 6.530627636219e-16 
3.072693314690 3.986452208074e-02 3.986452208074e-02 3.986452208074e-02 -3.628712077037e+01 2.610928292274e-16 
3.077312260546 3.694966510325e-02 3.694966510325e-02 3.694966510325e-02 -3.621119059678e+01 8.450691631528e-16 
3.081909969795 3.377985793547e-02 3.377985793547e-02 3.377985793547e-02 -3.520520798685e+01 6.162453895303e-16 
3.086486636822 3.038075048769e-02 3.038075048769e-02 3.038075048769e-02 -3.440600530071e+01 5.138948522723e-16 
3.091042453358 2.677964194612e-02 2.677964194612e-02 2.677964194612e-02 -3.219416597905e+01 1.062354196642e-14 
3.095577608524 2.300527084851e-02 2.300527084851e-02 2.300527084851e-02 -3.533189226183e+01 1.508109587059e-16 
3.100092288878 1.908759360265e-02 1.908759360265e-02 1.908759360265e-02 -3.583835465979e+01 8.179402605062e-16 
3.104586678466 1.505755315495e-02 1.505755315495e-02 1.505755315495e-02 -3.358629280090e+01 2.246520894427e-15 
3.109060958861 1.094683960515e-02 1.094683960515e-02 1.094683960515e-02 -3.512821619963e+01 5.546379032597e-16 
3.113515309210 6.787644638068e-03 6.787644638068e-03 6.787644638068e-03 -3.333808301110e+01 4.472488241258e-15 
3.117949906278 2.612411703096e-03 2.612411703096e-03 2.612411703096e-03 -3.472505864160e+01 4.980235716449e-16 
3.122364924487 -1.546416083717e-03 -1.546416083717e-03 -1.546416083717e-03 -3.353289549977e+01 1.928042527318e-14 
3.126760535960 -5.656648311779e-03 -5.656648311779e-03 -5.656648311779e-03 -3.531529481170e+01 8.433420810346e-16 
3.131136910560 -9.686597907435e-03 -9.686597907435e-03 -9.686597907435e-03 -3.400737984656e+01 3.044443402463e-15 
3.135494215929 -1.360532801475e-02 -1.360532801475e-02 -1.360532801475e-02 -3.659838985587e+01 1.275032453533e-16 
3.139832617528 -1.738289313707e-02 -1.738289313707e-02 -1.738289313707e-02 -3.574480265495e+01 9.979486511815e-17 
3.144152278672 -2.099057258892e-02 -2.099057258892e-02 -2.099057258892e-02 -3.633885460608e+01 5.785008617749e-16 
3.148453360572 -2.440109436254e-02 -2.440109436254e-02 -2.440109436254e-02 -3.718255635627e+01 4.976442511727e-16 
