# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=10, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
5.5200  2.463136426238570e-04  -1.976535865387540e-04  1.953347013581636e-08  1.197585901814940e-06
5.5300  2.443450159128347e-04  -1.960738683962891e-04  1.922248093394264e-08  1.178519331400615e-06
5.5400  2.423921231704472e-04  -1.945067759261093e-04  1.891644294058485e-08  1.159756316753617e-06
5.5500  2.404548386451908e-04  -1.929522082193271e-04  1.861527732835728e-08  1.141292025011931e-06
5.5600  2.385330375906128e-04  -1.914100651735545e-04  1.831890652487219e-08  1.123121700256756e-06
5.5700  2.366265962572790e-04  -1.898802474864579e-04  1.802725419275925e-08  1.105240662287498e-06
5.5800  2.347353918848045e-04  -1.883626566493634e-04  1.774024521000297e-08  1.087644305416277e-06
5.5900  2.328593026939497e-04  -1.868571949409134e-04  1.745780565059326e-08  1.070328097281620e-06
5.6000  2.309982078787779e-04  -1.853637654207746e-04  1.717986276548398e-08  1.053287577681044e-06
5.6100  2.291519875988770e-04  -1.838822719233956e-04  1.690634496385479e-08  1.036518357422227e-06
5.6200  2.273205229716421e-04  -1.824126190518141e-04  1.663718179467113e-08  1.020016117192461e-06
5.6300  2.255036960646205e-04  -1.809547121715148e-04  1.637230392853788e-08  1.003776606446116e-06
5.6400  2.237013898879181e-04  -1.795084574043349e-04  1.611164313984195e-08  9.877956423098042e-07
5.6500  2.219134883866656e-04  -1.780737616224199e-04  1.585513228917921e-08  9.720691085049889e-07
5.6600  2.201398764335460e-04  -1.766505324422260e-04  1.560270530606098e-08  9.565929542877330e-07
5.6700  2.183804398213807e-04  -1.752386782185722e-04  1.535429717189614e-08  9.413631934053341e-07
5.6800  2.166350652557760e-04  -1.738381080387380e-04  1.510984390324397e-08  9.263759030695720e-07
5.6900  2.149036403478271e-04  -1.724487317166102e-04  1.486928253533371e-08  9.116272229462998e-07
5.7000  2.131860536068819e-04  -1.710704597868753e-04  1.463255110584646e-08  8.971133541611222e-07
5.7100  2.114821944333614e-04  -1.697032034992584e-04  1.439958863895535e-08  8.828305583209062e-07
5.7200  2.097919531116377e-04  -1.683468748128087e-04  1.417033512961974e-08  8.687751565508675e-07
5.7300  2.081152208029698e-04  -1.670013863902299e-04  1.394473152812942e-08  8.549435285469895e-07
5.7400  2.064518895384947e-04  -1.656666515922568e-04  1.372271972489510e-08  8.413321116435270e-07
5.7500  2.048018522122750e-04  -1.643425844720763e-04  1.350424253548077e-08  8.279373998953568e-07
5.7600  2.031650025744025e-04  -1.630290997697929e-04  1.328924368587454e-08  8.147559431749377e-07
5.7700  2.015412352241562e-04  -1.617261129069383e-04  1.307766779799388e-08  8.017843462836485e-07
5.7800  1.999304456032151e-04  -1.604335399810262e-04  1.286946037542176e-08  7.890192680772727e-07
5.7900  1.983325299889261e-04  -1.591512977601484e-04  1.266456778936971e-08  7.764574206054088e-07
5.8000  1.967473854876243e-04  -1.578793036776163e-04  1.246293726486449e-08  7.640955682645771e-07
5.8100  1.951749100280079e-04  -1.566174758266435e-04  1.226451686715463e-08  7.519305269648164e-07
5.8200  1.936150023545656e-04  -1.553657329550720e-04  1.206925548833338e-08  7.399591633095433e-07
5.8300  1.920675620210559e-04  -1.541239944601403e-04  1.187710283417468e-08  7.281783937884720e-07
5.8400  1.905324893840401e-04  -1.528921803832927e-04  1.168800941117865e-08  7.165851839833827e-07
5.8500  1.890096855964652e-04  -1.516702114050310e-04  1.150192651382340e-08  7.051765477865348e-07
5.8600  1.874990526012993e-04  -1.504580088398069e-04  1.131880621201971e-08  6.939495466315231e-07
5.8700  1.860004931252172e-04  -1.492554946309549e-04  1.113860133876551e-08  6.829012887363802e-07
5.8800  1.845139106723370e-04  -1.480625913456667e-04  1.096126547799694e-08  6.720289283587301e-07
5.8900  1.830392095180066e-04  -1.468792221700040e-04  1.078675295263270e-08  6.613296650627974e-07
5.9000  1.815762947026392e-04  -1.457053109039536e-04  1.061501881280890e-08  6.508007429980902e-07
5.9100  1.801250720255993e-04  -1.445407819565200e-04  1.044601882430113e-08  6.404394501895640e-07
5.9200  1.786854480391362e-04  -1.433855603408575e-04  1.027970945713084e-08  6.302431178390872e-07
5.9300  1.772573300423674e-04  -1.422395716694425e-04  1.011604787435324e-08  6.202091196380302e-07
5.9400  1.758406260753087e-04  -1.411027421492830e-04  9.954991921023521e-09  6.103348710907954e-07
5.9500  1.744352449129532e-04  -1.399749985771669e-04  9.796500113338935e-09  6.006178288491208e-07
5.9600  1.730410960593969e-04  -1.388562683349484e-04  9.640531627953592e-09  5.910554900569766e-07
5.9700  1.716580897420112e-04  -1.377464793848719e-04  9.487046291463469e-09  5.816453917058975e-07
5.9800  1.702861369056625e-04  -1.366455602649333e-04  9.336004570058757e-09  5.723851100005761e-07
5.9900  1.689251492069778e-04  -1.355534400842783e-04  9.187367559341017e-09  5.632722597345552e-07
6.0000  1.675750390086559e-04  -1.344700485186379e-04  9.041096974302411e-09  5.543044936758625e-07
6.0100  1.662357193738243e-04  -1.333953158057995e-04  8.897155139464488e-09  5.454795019624242e-07
6.0200  1.649071040604409e-04  -1.323291727411152e-04  8.755504979173950e-09  5.367950115071044e-07
6.0300  1.635891075157409e-04  -1.312715506730454e-04  8.616110008052968e-09  5.282487854122185e-07
6.0400  1.622816448707279e-04  -1.302223814987382e-04  8.478934321601463e-09  5.198386223933658e-07
6.0500  1.609846319347087e-04  -1.291815976596440e-04  8.343942586949072e-09  5.115623562124365e-07
6.0600  1.596979851898725e-04  -1.281491321371652e-04  8.211100033754315e-09  5.034178551196464e-07
6.0700  1.584216217859123e-04  -1.271249184483409e-04  8.080372445248659e-09  4.954030213044514e-07
6.0800  1.571554595346908e-04  -1.261088906415657e-04  7.951726149423186e-09  4.875157903552097e-07
6.0900  1.558994169049472e-04  -1.251009832923431e-04  7.825128010355552e-09  4.797541307274401e-07
6.1000  1.546534130170483e-04  -1.241011314990726e-04  7.700545419675053e-09  4.721160432205524e-07
6.1100  1.534173676377795e-04  -1.231092708788704e-04  7.577946288163545e-09  4.645995604629026e-07
6.1200  1.521912011751785e-04  -1.221253375634239e-04  7.457299037490116e-09  4.572027464050508e-07
6.1300  1.509748346734109e-04  -1.211492681948786e-04  7.338572592077308e-09  4.499236958210855e-07
6.1400  1.497681898076853e-04  -1.201809999217588e-04  7.221736371096898e-09  4.427605338178880e-07
6.1500  1.485711888792101e-04  -1.192204703949204e-04  7.106760280593048e-09  4.357114153522069e-07
6.1600  1.473837548101903e-04  -1.182676177635358e-04  6.993614705730901e-09  4.287745247554256e-07
6.1700  1.462058111388641e-04  -1.173223806711113e-04  6.882270503168569e-09  4.219480752658916e-07
6.1800  1.450372820145793e-04  -1.163846982515363e-04  6.772698993550574e-09  4.152303085686940e-07
6.1900  1.438780921929096e-04  -1.154545101251639e-04  6.664871954120787e-09  4.086194943427678e-07
6.2000  1.427281670308088e-04  -1.145317563949230e-04  6.558761611452995e-09  4.021139298152087e-07
6.2100  1.415874324818047e-04  -1.136163776424613e-04  6.454340634297186e-09  3.957119393226831e-07
6.2200  1.404558150912309e-04  -1.127083149243190e-04  6.351582126539739e-09  3.894118738798198e-07
6.2300  1.393332419914971e-04  -1.118075097681339e-04  6.250459620275680e-09  3.832121107544762e-07
6.2400  1.382196408973967e-04  -1.109139041688755e-04  6.150947068991244e-09  3.771110530497646e-07
6.2500  1.371149401014524e-04  -1.100274405851102e-04  6.053018840854981e-09  3.711071292927325e-07
6.2600  1.360190684692987e-04  -1.091480619352965e-04  5.956649712115665e-09  3.651987930295932e-07
6.2700  1.349319554351013e-04  -1.082757115941087e-04  5.861814860605307e-09  3.593845224273988e-07
6.2800  1.338535309970135e-04  -1.074103333887910e-04  5.768489859345619e-09  3.536628198820568e-07
6.2900  1.327837257126681e-04  -1.065518715955404e-04  5.676650670256265e-09  3.480322116325854e-07
6.3000  1.317224706947063e-04  -1.057002709359183e-04  5.586273637963270e-09  3.424912473815122e-07
6.3100  1.306696976063418e-04  -1.048554765732914e-04  5.497335483706031e-09  3.370384999213151e-07
6.3200  1.296253386569601e-04  -1.040174341093002e-04  5.409813299341305e-09  3.316725647668104e-07
6.3300  1.285893265977536e-04  -1.031860895803564e-04  5.323684541442669e-09  3.263920597933950e-07
6.3400  1.275615947173913e-04  -1.023613894541680e-04  5.238927025493927e-09  3.211956248810467e-07
6.3500  1.265420768377229e-04  -1.015432806262922e-04  5.155518920174960e-09  3.160819215639930e-07
6.3600  1.255307073095179e-04  -1.007317104167159e-04  5.073438741738551e-09  3.110496326859582e-07
6.3700  1.245274210082373e-04  -9.992662656646346e-05  4.992665348476720e-09  3.060974620608961e-07
6.3800  1.235321533298413e-04  -9.912797723423186e-05  4.913177935275195e-09  3.012241341391286e-07
6.3900  1.225448401866282e-04  -9.833571099305204e-05  4.834956028254528e-09  2.964283936787962e-07
6.4000  1.215654180031086e-04  -9.754977682697785e-05  4.757979479496593e-09  2.917090054225414e-07
6.4100  1.205938237119107e-04  -9.677012412780071e-05  4.682228461854979e-09  2.870647537793379e-07
6.4200  1.196299947497199e-04  -9.599670269179102e-05  4.607683463848059e-09  2.824944425113867e-07
6.4300  1.186738690532502e-04  -9.522946271646532e-05  4.534325284633329e-09  2.779968944259960e-07
6.4400  1.177253850552471e-04  -9.446835479737936e-05  4.462135029061774e-09  2.735709510723679e-07
6.4500  1.167844816805240e-04  -9.371332992494693e-05  4.391094102810977e-09  2.692154724432107e-07
6.4600  1.158510983420288e-04  -9.296433948128393e-05  4.321184207595703e-09  2.649293366811037e-07
6.4700  1.149251749369429e-04  -9.222133523707784e-05  4.252387336454747e-09  2.607114397895361e-07
6.4800  1.140066518428110e-04  -9.148426934848193e-05  4.184685769112795e-09  2.565606953485455e-07
6.4900  1.130954699137016e-04  -9.075309435403471e-05  4.118062067416163e-09  2.524760342348853e-07
6.5000  1.121915704763987e-04  -9.002776317160361e-05  4.052499070841174e-09  2.484564043466464e-07
6.5100  1.112948953266237e-04  -8.930822909535332e-05  3.987979892074056e-09  2.445007703322630e-07
6.5200  1.104053867252874e-04  -8.859444579273825e-05  3.924487912661219e-09  2.406081133238332e-07
6.5300  1.095229873947718e-04  -8.788636730151911e-05  3.862006778728763e-09  2.367774306746853e-07
6.5400  1.086476405152425e-04  -8.718394802680320e-05  3.800520396770161e-09  2.330077357011224e-07
6.5500  1.077792897209892e-04  -8.648714273810861e-05  3.740012929500986e-09  2.292980574282778e-07
6.5600  1.069178790967967e-04  -8.579590656645149e-05  3.680468791779637e-09  2.256474403400185e-07
6.5700  1.060633531743442e-04  -8.511019500145707e-05  3.621872646593024e-09  2.220549441328280e-07
6.5800  1.052156569286333e-04  -8.442996388849331e-05  3.564209401106143e-09  2.185196434736092e-07
6.5900  1.043747357744455e-04  -8.375516942582787e-05  3.507464202774566e-09  2.150406277613430e-07
6.6000  1.035405355628266e-04  -8.308576816180747e-05  3.451622435518810e-09  2.116170008925410e-07
6.6100  1.027130025776001e-04  -8.242171699206001e-05  3.396669715959616e-09  2.082478810304325e-07
6.6200  1.018920835319086e-04  -8.176297315671886e-05  3.342591889713164e-09  2.049324003778269e-07
6.6300  1.010777255647824e-04  -8.110949423766966e-05  3.289375027745284e-09  2.016697049535915e-07
6.6400  1.002698762377353e-04  -8.046123815581869e-05  3.237005422783687e-09  1.984589543726884e-07
6.6500  9.946848353138837e-05  -7.981816316838345e-05  3.185469585787343e-09  1.952993216297132e-07
6.6600  9.867349584212018e-05  -7.918022786620466e-05  3.134754242472047e-09  1.921899928858798e-07
6.6700  9.788486197874390e-05  -7.854739117107984e-05  3.084846329891316e-09  1.891301672593976e-07
6.6800  9.710253115921091e-05  -7.791961233311821e-05  3.035732993071714e-09  1.861190566191845e-07
6.6900  9.632645300734089e-05  -7.729685092811671e-05  2.987401581701748e-09  1.831558853818650e-07
6.7000  9.555657754957803e-05  -7.667906685495689e-05  2.939839646873474e-09  1.802398903120007e-07
6.7100  9.479285521177298e-05  -7.606622033302286e-05  2.893034937875990e-09  1.773703203255005e-07
6.7200  9.403523681599077e-05  -7.545827189963965e-05  2.846975399039974e-09  1.745464362961609e-07
6.7300  9.328367357734404e-05  -7.485518240753198e-05  2.801649166632443e-09  1.717675108652866e-07
6.7400  9.253811710085169e-05  -7.425691302230372e-05  2.757044565800990e-09  1.690328282543415e-07
6.7500  9.179851937832264e-05  -7.366342521993705e-05  2.713150107566629e-09  1.663416840805837e-07
6.7600  9.106483278526444e-05  -7.307468078431191e-05  2.669954485864542e-09  1.636933851756340e-07
6.7700  9.033701007781656e-05  -7.249064180474511e-05  2.627446574631930e-09  1.610872494069344e-07
6.7800  8.961500438970839e-05  -7.191127067354922e-05  2.585615424942230e-09  1.585226055020484e-07
6.7900  8.889876922924122e-05  -7.133653008361089e-05  2.544450262184961e-09  1.559987928757588e-07
6.8000  8.818825847629468e-05  -7.076638302598854e-05  2.503940483290459e-09  1.535151614599183e-07
6.8100  8.748342637935686e-05  -7.020079278752932e-05  2.464075653998814e-09  1.510710715360089e-07
6.8200  8.678422755257833e-05  -6.963972294850499e-05  2.424845506172266e-09  1.486658935703669e-07
6.8300  8.609061697284956e-05  -6.908313738026679e-05  2.386239935150408e-09  1.462990080520320e-07
6.8400  8.540254997690184e-05  -6.853100024291914e-05  2.348248997147492e-09  1.439698053331768e-07
6.8500  8.471998225843128e-05  -6.798327598301159e-05  2.310862906691160e-09  1.416776854720784e-07
6.8600  8.404286986524579e-05  -6.743992933124969e-05  2.274072034101976e-09  1.394220580785878e-07
6.8700  8.337116919643492e-05  -6.690092530022373e-05  2.237866903013058e-09  1.372023421620621e-07
6.8800  8.270483699956230e-05  -6.636622918215591e-05  2.202238187929222e-09  1.350179659817157e-07
6.8900  8.204383036788045e-05  -6.583580654666542e-05  2.167176711824976e-09  1.328683668993552e-07
6.9000  8.138810673756804e-05  -6.530962323855130e-05  2.132673443780760e-09  1.307529912344584e-07
6.9100  8.073762388498900e-05  -6.478764537559325e-05  2.098719496656815e-09  1.286712941215605e-07
6.9200  8.009233992397360e-05  -6.426983934636977e-05  2.065306124804090e-09  1.266227393699115e-07
6.9300  7.945221330312138e-05  -6.375617180809385e-05  2.032424721811591e-09  1.246067993253666e-07
6.9400  7.881720280312560e-05  -6.324660968446596e-05  2.000066818289591e-09  1.226229547344774e-07
6.9500  7.818726753411887e-05  -6.274112016354414e-05  1.968224079688143e-09  1.206706946107450e-07
6.9600  7.756236693304027e-05  -6.223967069563130e-05  1.936888304150313e-09  1.187495161030034e-07
6.9700  7.694246076102339e-05  -6.174222899117909e-05  1.906051420399598e-09  1.168589243658984e-07
6.9800  7.632750910080520e-05  -6.124876301870878e-05  1.875705485660974e-09  1.149984324324279e-07
6.9900  7.571747235415573e-05  -6.075924100274869e-05  1.845842683615049e-09  1.131675610885127e-07
7.0000  7.511231123932821e-05  -6.027363142178811e-05  1.816455322384782e-09  1.113658387495627e-07
7.0100  7.451198678852966e-05  -5.979190300624744e-05  1.787535832554251e-09  1.095928013390097e-07
7.0200  7.391646034541163e-05  -5.931402473646480e-05  1.759076765218979e-09  1.078479921687726e-07
7.0300  7.332569356258096e-05  -5.883996584069851e-05  1.731070790067284e-09  1.061309618216275e-07
7.0400  7.273964839913070e-05  -5.836969579314566e-05  1.703510693492183e-09  1.044412680354487e-07
7.0500  7.215828711819033e-05  -5.790318431197649e-05  1.676389376733360e-09  1.027784755892940e-07
7.0600  7.158157228449592e-05  -5.744040135738443e-05  1.649699854048706e-09  1.011421561913031e-07
7.0700  7.100946676197957e-05  -5.698131712965180e-05  1.623435250914975e-09  9.953188836838069e-08
7.0800  7.044193371137811e-05  -5.652590206723091e-05  1.597588802257090e-09  9.794725735763617e-08
7.0900  6.987893658786091e-05  -5.607412684484052e-05  1.572153850705632e-09  9.638785499955138e-08
7.1000  6.932043913867670e-05  -5.562596237157757e-05  1.547123844882082e-09  9.485327963284947e-08
7.1100  6.876640540081921e-05  -5.518137978904383e-05  1.522492337711348e-09  9.334313599103766e-08
7.1200  6.821679969871133e-05  -5.474035046948778e-05  1.498252984761175e-09  9.185703510059649e-08
7.1300  6.767158664190793e-05  -5.430284601396107e-05  1.474399542607984e-09  9.039459418079080e-08
7.1400  6.713073112281695e-05  -5.386883825048991e-05  1.450925867228723e-09  8.895543654507520e-08
7.1500  6.659419831443881e-05  -5.343829923226106e-05  1.427825912418337e-09  8.753919150406959e-08
7.1600  6.606195366812370e-05  -5.301120123582211e-05  1.405093728232413e-09  8.614549427007912e-08
7.1700  6.553396291134706e-05  -5.258751675929645e-05  1.382723459454642e-09  8.477398586313478e-08
7.1800  6.501019204550254e-05  -5.216721852061232e-05  1.360709344088659e-09  8.342431301852896e-08
7.1900  6.449060734371278e-05  -5.175027945574599e-05  1.339045711873903e-09  8.209612809582413e-08
7.2000  6.397517534865778e-05  -5.133667271697910e-05  1.317726982825113e-09  8.078908898930973e-08
7.2100  6.346386287042032e-05  -5.092637167116987e-05  1.296747665795066e-09  7.950285903988449e-08
7.2200  6.295663698434892e-05  -5.051934989803808e-05  1.276102357060200e-09  7.823710694834199e-08
7.2300  6.245346502893765e-05  -5.011558118846387e-05  1.255785738928757e-09  7.699150669003660e-08
7.2400  6.195431460372302e-05  -4.971503954280004e-05  1.235792578371086e-09  7.576573743090800e-08
7.2500  6.145915356719768e-05  -4.931769916919783e-05  1.216117725671748e-09  7.455948344484294e-08
7.2600  6.096795003474062e-05  -4.892353448194620e-05  1.196756113103089e-09  7.337243403235206e-08
7.2700  6.048067237656419e-05  -4.853252009982424e-05  1.177702753619922e-09  7.220428344054223e-08
7.2800  5.999728921567728e-05  -4.814463084446684e-05  1.158952739574994e-09  7.105473078436237e-08
7.2900  5.951776942586493e-05  -4.775984173874339e-05  1.140501241454908e-09  6.992347996910331e-08
7.3000  5.904208212968399e-05  -4.737812800514941e-05  1.122343506636162e-09  6.881023961413164e-08
7.3100  5.857019669647491e-05  -4.699946506421115e-05  1.104474858161002e-09  6.771472297783768e-08
7.3200  5.810208274038932e-05  -4.662382853290274e-05  1.086890693532758e-09  6.663664788377821e-08
7.3300  5.763771011843341e-05  -4.625119422307625e-05  1.069586483530361e-09  6.557573664799540e-08
7.3400  5.717704892852693e-05  -4.588153813990399e-05  1.052557771041732e-09  6.453171600749238e-08
7.3500  5.672006950757779e-05  -4.551483648033359e-05  1.035800169915752e-09  6.350431704984822e-08
7.3600  5.626674242957191e-05  -4.515106563155512e-05  1.019309363832499e-09  6.249327514395273e-08
7.3700  5.581703850367848e-05  -4.479020216948074e-05  1.003081105191479e-09  6.149832987184478e-08
7.3800  5.537092877237018e-05  -4.443222285723624e-05  9.871112140175535e-10  6.051922496163511e-08
7.3900  5.492838450955866e-05  -4.407710464366485e-05  9.713955768842906e-10  5.955570822149763e-08
7.4000  5.448937721874470e-05  -4.372482466184286e-05  9.559301458544506e-10  5.860753147471124e-08
7.4100  5.405387863118334e-05  -4.337536022760721e-05  9.407109374373448e-10  5.767445049573611e-08
7.4200  5.362186070406348e-05  -4.302868883809480e-05  9.257340315627922e-10  5.675622494730749e-08
7.4300  5.319329561870224e-05  -4.268478817029342e-05  9.109955705714107e-10  5.585261831853115e-08
7.4400  5.276815577875358e-05  -4.234363607960437e-05  8.964917582209865e-10  5.496339786396437e-08
7.4500  5.234641380843133e-05  -4.200521059841652e-05  8.822188587086615e-10  5.408833454366675e-08
7.4600  5.192804255074640e-05  -4.166948993469170e-05  8.681731957086863e-10  5.322720296420555e-08
7.4700  5.151301506575805e-05  -4.133645247056157e-05  8.543511514254977e-10  5.237978132060025e-08
7.4800  5.110130462883919e-05  -4.100607676093546e-05  8.407491656618655e-10  5.154585133919130e-08
7.4900  5.069288472895553e-05  -4.067834153211957e-05  8.273637349018821e-10  5.072519822141866e-08
7.5000  5.028772906695840e-05  -4.035322568044705e-05  8.141914114085454e-10  4.991761058849518e-08
7.5100  4.988581155389136e-05  -4.003070827091911e-05  8.012288023357158e-10  4.912288042696106e-08
7.5200  4.948710630931023e-05  -3.971076853585695e-05  7.884725688542033e-10  4.834080303510491e-08
7.5300  4.909158765961661e-05  -3.939338587356451e-05  7.759194252917758e-10  4.757117697023809e-08
7.5400  4.869923013640467e-05  -3.907853984700181e-05  7.635661382868542e-10  4.681380399680820e-08
7.5500  4.831000847482116e-05  -3.876621018246906e-05  7.514095259556839e-10  4.606848903533878e-08
7.5600  4.792389761193860e-05  -3.845637676830104e-05  7.394464570727620e-10  4.533504011218207e-08
7.5700  4.754087268514140e-05  -3.814901965357223e-05  7.276738502643201e-10  4.461326831007154e-08
7.5800  4.716090903052484e-05  -3.784411904681201e-05  7.160886732146399e-10  4.390298771946170e-08
7.5900  4.678398218130700e-05  -3.754165531473027e-05  7.046879418850076e-10  4.320401539064276e-08
7.6000  4.641006786625320e-05  -3.724160898095318e-05  6.934687197451063e-10  4.251617128661745e-08
7.6100  4.603914200811313e-05  -3.694396072476908e-05  6.824281170166400e-10  4.183927823672830e-08
7.6200  4.567118072207050e-05  -3.664869137988427e-05  6.715632899290018e-10  4.117316189102304e-08
7.6300  4.530616031420503e-05  -3.635578193318900e-05  6.608714399867959e-10  4.051765067534669e-08
7.6400  4.494405727996668e-05  -3.606521352353306e-05  6.503498132490158e-10  3.987257574714846e-08
7.6500  4.458484830266222e-05  -3.577696744051130e-05  6.399956996197030e-10  3.923777095199235e-08
7.6600  4.422851025195372e-05  -3.549102512325884e-05  6.298064321498952e-10  3.861307278076013e-08
7.6700  4.387502018236924e-05  -3.520736815925582e-05  6.197793863506905e-10  3.799832032753565e-08
7.6800  4.352435533182521e-05  -3.492597828314186e-05  6.099119795172484e-10  3.739335524815968e-08
7.6900  4.317649312016080e-05  -3.464683737553987e-05  6.002016700635534e-10  3.679802171944466e-08
7.7000  4.283141114768388e-05  -3.436992746188930e-05  5.906459568677662e-10  3.621216639903854e-08
7.7100  4.248908719372868e-05  -3.409523071128871e-05  5.812423786280024e-10  3.563563838592804e-08
7.7200  4.214949921522495e-05  -3.382272943534758e-05  5.719885132283639e-10  3.506828918157036e-08
7.7300  4.181262534527851e-05  -3.355240608704737e-05  5.628819771150667e-10  3.450997265164377e-08
7.7400  4.147844389176325e-05  -3.328424325961157e-05  5.539204246824990e-10  3.396054498840744e-08
7.7500  4.114693333592426e-05  -3.301822368538483e-05  5.451015476690539e-10  3.341986467366007e-08
7.7600  4.081807233099222e-05  -3.275433023472113e-05  5.364230745625834e-10  3.288779244228873e-08
7.7700  4.049183970080885e-05  -3.249254591488066e-05  5.278827700153141e-10  3.236419124639767e-08
7.7800  4.016821443846326e-05  -3.223285386893568e-05  5.194784342680809e-10  3.184892622000839e-08
7.7900  3.984717570493933e-05  -3.197523737468504e-05  5.112079025837275e-10  3.134186464432171e-08
7.8000  3.952870282777380e-05  -3.171967984357739e-05  5.030690446895250e-10  3.084287591353292e-08
7.8100  3.921277529972514e-05  -3.146616481964307e-05  4.950597642284715e-10  3.035183150119102e-08
7.8200  3.889937277745300e-05  -3.121467597843434e-05  4.871779982193228e-10  2.986860492709378e-08
7.8300  3.858847508020833e-05  -3.096519712597429e-05  4.794217165252232e-10  2.939307172470971e-08
7.8400  3.828006218853379e-05  -3.071771219771414e-05  4.717889213307980e-10  2.892510940911870e-08
7.8500  3.797411424297471e-05  -3.047220525749865e-05  4.642776466275643e-10  2.846459744546313e-08
7.8600  3.767061154280032e-05  -3.022866049654007e-05  4.568859577075411e-10  2.801141721790131e-08
7.8700  3.736953454473510e-05  -2.998706223240012e-05  4.496119506649189e-10  2.756545199905501e-08
7.8800  3.707086386170039e-05  -2.974739490798018e-05  4.424537519056625e-10  2.712658691994364e-08
7.8900  3.677458026156600e-05  -2.950964309051952e-05  4.354095176649233e-10  2.669470894039699e-08
7.9000  3.648066466591179e-05  -2.927379147060156e-05  4.284774335321323e-10  2.626970681993897e-08
7.9100  3.618909814879918e-05  -2.903982486116805e-05  4.216557139836570e-10  2.585147108913507e-08
7.9200  3.589986193555245e-05  -2.880772819654113e-05  4.149426019228955e-10  2.543989402139580e-08
7.9300  3.561293740154982e-05  -2.857748653145325e-05  4.083363682276959e-10  2.503486960522924e-08
7.9400  3.532830607102414e-05  -2.834908504008474e-05  4.018353113049784e-10  2.463629351693516e-08
7.9500  3.504594961587321e-05  -2.812250901510923e-05  3.954377566524500e-10  2.424406309373400e-08
7.9600  3.476584985447954e-05  -2.789774386674654e-05  3.891420564272970e-10  2.385807730732364e-08
7.9700  3.448798875053967e-05  -2.767477512182321e-05  3.829465890217425e-10  2.347823673785710e-08
7.9800  3.421234841190269e-05  -2.745358842284059e-05  3.768497586453635e-10  2.310444354833465e-08
7.9900  3.393891108941820e-05  -2.723416952705029e-05  3.708499949140573e-10  2.273660145940349e-08
8.0000  3.366765917579330e-05  -2.701650430553703e-05  3.649457524455505e-10  2.237461572455877e-08
8.0100  3.339857520445895e-05  -2.680057874230891e-05  3.591355104613501e-10  2.201839310573935e-08
8.0200  3.313164184844511e-05  -2.658637893339482e-05  3.534177723950300e-10  2.166784184931206e-08
8.0300  3.286684191926508e-05  -2.637389108594918e-05  3.477910655067547e-10  2.132287166243839e-08
8.0400  3.260415836580874e-05  -2.616310151736373e-05  3.422539405039402e-10  2.098339368981751e-08
8.0500  3.234357427324450e-05  -2.595399665438657e-05  3.368049711679545e-10  2.064932049079932e-08
8.0600  3.208507286193018e-05  -2.574656303224802e-05  3.314427539867602e-10  2.032056601686213e-08
8.0700  3.182863748633246e-05  -2.554078729379369e-05  3.261659077934065e-10  1.999704558944873e-08
8.0800  3.157425163395513e-05  -2.533665618862432e-05  3.209730734102776e-10  1.967867587815550e-08
8.0900  3.132189892427569e-05  -2.513415657224262e-05  3.158629132990033e-10  1.936537487926857e-08
8.1000  3.107156310769070e-05  -2.493327540520677e-05  3.108341112159443e-10  1.905706189464192e-08
8.1100  3.082322806446931e-05  -2.473399975229087e-05  3.058853718731623e-10  1.875365751091156e-08
8.1200  3.057687780371535e-05  -2.453631678165195e-05  3.010154206047874e-10  1.845508357904076e-08
8.1300  3.033249646233761e-05  -2.434021376400373e-05  2.962230030386983e-10  1.816126319419091e-08
8.1400  3.009006830402835e-05  -2.414567807179693e-05  2.915068847734276e-10  1.787212067591280e-08
8.1500  2.984957771825007e-05  -2.395269717840617e-05  2.868658510602135e-10  1.758758154865340e-08
8.1600  2.961100921923024e-05  -2.376125865732333e-05  2.822987064901116e-10  1.730757252257279e-08
8.1700  2.937434744496416e-05  -2.357135018135740e-05  2.778042746860889e-10  1.703202147466670e-08
8.1800  2.913957715622579e-05  -2.338295952184067e-05  2.733813980000195e-10  1.676085743018949e-08
8.1900  2.890668323558640e-05  -2.319607454784131e-05  2.690289372145056e-10  1.649401054437291e-08
8.2000  2.867565068644118e-05  -2.301068322538225e-05  2.647457712494440e-10  1.623141208443589e-08
8.2100  2.844646463204354e-05  -2.282677361666628e-05  2.605307968732659e-10  1.597299441188078e-08
8.2200  2.821911031454718e-05  -2.264433387930732e-05  2.563829284187726e-10  1.571869096507151e-08
8.2300  2.799357309405576e-05  -2.246335226556786e-05  2.523010975034963e-10  1.546843624208892e-08
8.2400  2.776983844768025e-05  -2.228381712160253e-05  2.482842527545130e-10  1.522216578385932e-08
8.2500  2.754789196860374e-05  -2.210571688670765e-05  2.443313595376360e-10  1.497981615755141e-08
8.2600  2.732771936515373e-05  -2.192904009257683e-05  2.404413996909210e-10  1.474132494023769e-08
8.2700  2.710930645988191e-05  -2.175377536256247e-05  2.366133712624149e-10  1.450663070281595e-08
8.2800  2.689263918865119e-05  -2.157991141094321e-05  2.328462882520785e-10  1.427567299418673e-08
8.2900  2.667770359973008e-05  -2.140743704219722e-05  2.291391803578188e-10  1.404839232568267e-08
