# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=10, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
2.7400  2.292521792407974e-03  -1.839626703826763e-03  1.692113204716260e-06  1.037424945057463e-04
2.7500  2.274199138461328e-03  -1.824923749378585e-03  1.665173345522997e-06  1.020908271193369e-04
2.7600  2.256022925717012e-03  -1.810338306199981e-03  1.638662391447507e-06  1.004654556608240e-04
2.7700  2.237991983764571e-03  -1.795869435098860e-03  1.612573513961150e-06  9.886596147701531e-05
2.7800  2.220105151547890e-03  -1.781516204389496e-03  1.586899993251179e-06  9.729193258002793e-05
2.7900  2.202361277290427e-03  -1.767277689832526e-03  1.561635216489895e-06  9.574296354117106e-05
2.8000  2.184759218421053e-03  -1.753152974575439e-03  1.536772676131355e-06  9.421865538651814e-05
2.8100  2.167297841500475e-03  -1.739141149093536e-03  1.512305968235192e-06  9.271861549414167e-05
2.8200  2.149976022148251e-03  -1.725241311131365e-03  1.488228790817137e-06  9.124245749298401e-05
2.8300  2.132792644970391e-03  -1.711452565644626e-03  1.464534942225786e-06  8.978980116333832e-05
2.8400  2.115746603487532e-03  -1.697774024742526e-03  1.441218319545218e-06  8.836027233891368e-05
2.8500  2.098836800063689e-03  -1.684204807630619e-03  1.418272917023045e-06  8.695350281046020e-05
2.8600  2.082062145835578e-03  -1.670744040554079e-03  1.395692824523486e-06  8.556913023092727e-05
2.8700  2.065421560642498e-03  -1.657390856741445e-03  1.373472226005070e-06  8.420679802213302e-05
2.8800  2.048913972956781e-03  -1.644144396348800e-03  1.351605398022579e-06  8.286615528291863e-05
2.8900  2.032538319814787e-03  -1.631003806404407e-03  1.330086708252833e-06  8.154685669876563e-05
2.9000  2.016293546748465e-03  -1.617968240753788e-03  1.308910614043953e-06  8.024856245285181e-05
2.9100  2.000178607717450e-03  -1.605036860005230e-03  1.288071660987724e-06  7.897093813852350e-05
2.9200  1.984192465041704e-03  -1.592208831475739e-03  1.267564481514670e-06  7.771365467316077e-05
2.9300  1.968334089334698e-03  -1.579483329137425e-03  1.247383793511522e-06  7.647638821341473e-05
2.9400  1.952602459437132e-03  -1.566859533564304e-03  1.227524398960674e-06  7.525882007179376e-05
2.9500  1.936996562351173e-03  -1.554336631879541e-03  1.207981182601318e-06  7.406063663457795e-05
2.9600  1.921515393175229e-03  -1.541913817703100e-03  1.188749110611875e-06  7.288152928104039e-05
2.9700  1.906157955039244e-03  -1.529590291099825e-03  1.169823229313424e-06  7.172119430395469e-05
2.9800  1.890923259040499e-03  -1.517365258527928e-03  1.151198663893762e-06  7.057933283136769e-05
2.9900  1.875810324179944e-03  -1.505237932787888e-03  1.132870617151777e-06  6.945565074961812e-05
3.0000  1.860818177299022e-03  -1.493207532971767e-03  1.114834368261815e-06  6.834985862758047e-05
3.0100  1.845945853017006e-03  -1.481273284412921e-03  1.097085271557721e-06  6.726167164211506e-05
3.0200  1.831192393668839e-03  -1.469434418636119e-03  1.079618755336235e-06  6.619080950470510e-05
3.0300  1.816556849243465e-03  -1.457690173308060e-03  1.062430320679441e-06  6.513699638926181e-05
3.0400  1.802038277322655e-03  -1.446039792188281e-03  1.045515540295964e-06  6.409996086107854e-05
3.0500  1.787635743020325e-03  -1.434482525080466e-03  1.028870057380615e-06  6.307943580691667e-05
3.0600  1.773348318922335e-03  -1.423017627784134e-03  1.012489584492192e-06  6.207515836620388e-05
3.0700  1.759175085026769e-03  -1.411644362046721e-03  9.963699024491464e-07  6.108686986332832e-05
3.0800  1.745115128684695e-03  -1.400361995516041e-03  9.805068592428346e-07  6.011431574101049e-05
3.0900  1.731167544541401e-03  -1.389169801693131e-03  9.648963689680661e-07  5.915724549473599e-05
3.1000  1.717331434478089e-03  -1.378067059885464e-03  9.495344107706838e-07  5.821541260823199e-05
3.1100  1.703605907554050e-03  -1.367053055160548e-03  9.344170278118948e-07  5.728857448997120e-05
3.1200  1.689990079949294e-03  -1.356127078299887e-03  9.195403262490938e-07  5.637649241068662e-05
3.1300  1.676483074907631e-03  -1.345288425753310e-03  9.049004742329098e-07  5.547893144188099e-05
3.1400  1.663084022680224e-03  -1.334536399593674e-03  8.904937009202235e-07  5.459566039531556e-05
3.1500  1.649792060469580e-03  -1.323870307471917e-03  8.763162955028947e-07  5.372645176346187e-05
3.1600  1.636606332373988e-03  -1.313289462572480e-03  8.623646062519569e-07  5.287108166090186e-05
3.1700  1.623525989332415e-03  -1.302793183569078e-03  8.486350395770272e-07  5.202932976666086e-05
3.1800  1.610550189069824e-03  -1.292380794580831e-03  8.351240591006905e-07  5.120097926745849e-05
3.1900  1.597678096042940e-03  -1.282051625128739e-03  8.218281847476203e-07  5.038581680186341e-05
3.2000  1.584908881386453e-03  -1.271805010092510e-03  8.087439918482052e-07  4.958363240533696e-05
3.2100  1.572241722859638e-03  -1.261640289667733e-03  7.958681102564406e-07  4.879421945615176e-05
3.2200  1.559675804793412e-03  -1.251556809323388e-03  7.831972234818693e-07  4.801737462217136e-05
3.2300  1.547210318037811e-03  -1.241553919759701e-03  7.707280678353393e-07  4.725289780847711e-05
3.2400  1.534844459909888e-03  -1.231630976866336e-03  7.584574315883624e-07  4.650059210582911e-05
3.2500  1.522577434142025e-03  -1.221787341680914e-03  7.463821541458578e-07  4.576026373994746e-05
3.2600  1.510408450830659e-03  -1.212022380347876e-03  7.344991252320656e-07  4.503172202160099e-05
3.2700  1.498336726385417e-03  -1.202335464077658e-03  7.228052840894188e-07  4.431477929749082e-05
3.2800  1.486361483478663e-03  -1.192725969106212e-03  7.112976186901761e-07  4.360925090191571e-05
3.2900  1.474481950995442e-03  -1.183193276654832e-03  6.999731649605986e-07  4.291495510920704e-05
3.3000  1.462697363983822e-03  -1.173736772890314e-03  6.888290060174839e-07  4.223171308692102e-05
3.3100  1.451006963605644e-03  -1.164355848885428e-03  6.778622714168531e-07  4.155934884977608e-05
3.3200  1.439409997087653e-03  -1.155049900579710e-03  6.670701364145987e-07  4.089768921432375e-05
3.3300  1.427905717673027e-03  -1.145818328740560e-03  6.564498212389050e-07  4.024656375434106e-05
3.3400  1.416493384573292e-03  -1.136660538924662e-03  6.459985903742519e-07  3.960580475693318e-05
3.3500  1.405172262920621e-03  -1.127575941439702e-03  6.357137518568155e-07  3.897524717933508e-05
3.3600  1.393941623720512e-03  -1.118563951306399e-03  6.255926565810918e-07  3.835472860640076e-05
3.3700  1.382800743804849e-03  -1.109623988220834e-03  6.156326976175546e-07  3.774408920876925e-05
3.3800  1.371748905785334e-03  -1.100755476517085e-03  6.058313095411778e-07  3.714317170169695e-05
3.3900  1.360785398007292e-03  -1.091957845130160e-03  5.961859677706516e-07  3.655182130454507e-05
3.4000  1.349909514503847e-03  -1.083230527559220e-03  5.866941879181130e-07  3.596988570091219e-05
3.4100  1.339120554950464e-03  -1.074572961831104e-03  5.773535251492353e-07  3.539721499940153e-05
3.4200  1.328417824619850e-03  -1.065984590464141e-03  5.681615735535014e-07  3.483366169501287e-05
3.4300  1.317800634337222e-03  -1.057464860432254e-03  5.591159655245037e-07  3.427908063114917e-05
3.4400  1.307268300435929e-03  -1.049013223129349e-03  5.502143711501125e-07  3.373332896222788e-05
3.4500  1.296820144713427e-03  -1.040629134333985e-03  5.414544976123494e-07  3.319626611688781e-05
3.4600  1.286455494387610e-03  -1.032312054174335e-03  5.328340885968180e-07  3.266775376178154e-05
3.4700  1.276173682053486e-03  -1.024061447093423e-03  5.243509237115378e-07  3.214765576594435e-05
3.4800  1.265974045640206e-03  -1.015876781814632e-03  5.160028179150264e-07  3.163583816573052e-05
3.4900  1.255855928368423e-03  -1.007757531307498e-03  5.077876209534918e-07  3.113216913030773e-05
3.5000  1.245818678708009e-03  -9.997031727537768e-04  4.997032168069838e-07  3.063651892770090e-05
3.5100  1.235861650336096e-03  -9.917131875137708e-04  4.917475231443617e-07  3.014875989137663e-05
3.5200  1.225984202095460e-03  -9.837870610929379e-04  4.839184907869400e-07  2.966876638735965e-05
3.5300  1.216185697953235e-03  -9.759242831087596e-04  4.762141031806732e-07  2.919641478187277e-05
3.5400  1.206465506959957e-03  -9.681243472578778e-04  4.686323758767460e-07  2.873158340949210e-05
3.5500  1.196823003208936e-03  -9.603867512834914e-04  4.611713560204294e-07  2.827415254180910e-05
3.5600  1.187257565795950e-03  -9.527109969430153e-04  4.538291218480770e-07  2.782400435659187e-05
3.5700  1.177768578779270e-03  -9.450965899759974e-04  4.466037821921293e-07  2.738102290743700e-05
3.5800  1.168355431139988e-03  -9.375430400722923e-04  4.394934759939979e-07  2.694509409390496e-05
3.5900  1.159017516742683e-03  -9.300498608404875e-04  4.324963718247051e-07  2.651610563213079e-05
3.6000  1.149754234296381e-03  -9.226165697765857e-04  4.256106674131567e-07  2.609394702590264e-05
3.6100  1.140564987315843e-03  -9.152426882329331e-04  4.188345891819230e-07  2.567850953820090e-05
3.6200  1.131449184083151e-03  -9.079277413874000e-04  4.121663917904128e-07  2.526968616319040e-05
3.6300  1.122406237609610e-03  -9.006712582128049e-04  4.056043576853185e-07  2.486737159865839e-05
3.6400  1.113435565597949e-03  -8.934727714465832e-04  3.991467966582192e-07  2.447146221889161e-05
3.6500  1.104536590404823e-03  -8.863318175607005e-04  3.927920454102274e-07  2.408185604798492e-05
3.6600  1.095708739003620e-03  -8.792479367318039e-04  3.865384671235671e-07  2.369845273357492e-05
3.6700  1.086951442947563e-03  -8.722206728116131e-04  3.803844510399715e-07  2.332115352099195e-05
3.6800  1.078264138333103e-03  -8.652495732975481e-04  3.743284120457945e-07  2.294986122782334e-05
3.6900  1.069646265763610e-03  -8.583341893035916e-04  3.683687902637269e-07  2.258448021888183e-05
3.7000  1.061097270313354e-03  -8.514740755313834e-04  3.625040506510120e-07  2.222491638157242e-05
3.7100  1.052616601491766e-03  -8.446687902415475e-04  3.567326826040597e-07  2.187107710165142e-05
3.7200  1.044203713207999e-03  -8.379178952252463e-04  3.510531995693534e-07  2.152287123937148e-05
3.7300  1.035858063735757e-03  -8.312209557759648e-04  3.454641386605542e-07  2.118020910600635e-05
3.7400  1.027579115678413e-03  -8.245775406615170e-04  3.399640602816979e-07  2.084300244074935e-05
3.7500  1.019366335934409e-03  -8.179872220962794e-04  3.345515477563939e-07  2.051116438797985e-05
3.7600  1.011219195662923e-03  -8.114495757136438e-04  3.292252069629262e-07  2.018460947489134e-05
3.7700  1.003137170249817e-03  -8.049641805386920e-04  3.239836659751640e-07  1.986325358947599e-05
3.7800  9.951197392738611e-04  -7.985306189610877e-04  3.188255747091889e-07  1.954701395885961e-05
3.7900  9.871663864732144e-04  -7.921484767081855e-04  3.137496045755494e-07  1.923580912798147e-05
3.8000  9.792765997121854e-04  -7.858173428183558e-04  3.087544481370507e-07  1.892955893861354e-05
3.8100  9.714498709482557e-04  -7.795368096145203e-04  3.038388187719924e-07  1.862818450871402e-05
3.8200  9.636856961993634e-04  -7.733064726779030e-04  2.990014503427701e-07  1.833160821210920e-05
3.8300  9.559835755114515e-04  -7.671259308219860e-04  2.942410968697492e-07  1.803975365849906e-05
3.8400  9.483430129262751e-04  -7.609947860666784e-04  2.895565322103348e-07  1.775254567378116e-05
3.8500  9.407635164494642e-04  -7.549126436126883e-04  2.849465497431489e-07  1.746991028068770e-05
3.8600  9.332445980188446e-04  -7.488791118161007e-04  2.804099620572359e-07  1.719177467973092e-05
3.8700  9.257857734730084e-04  -7.428938021631593e-04  2.759456006462176e-07  1.691806723045189e-05
3.8800  9.183865625201404e-04  -7.369563292452479e-04  2.715523156073151e-07  1.664871743296778e-05
3.8900  9.110464887070875e-04  -7.310663107340744e-04  2.672289753451651e-07  1.638365590981291e-05
3.9000  9.037650793886820e-04  -7.252233673570510e-04  2.629744662803501e-07  1.612281438806896e-05
3.9100  8.965418656973046e-04  -7.194271228728721e-04  2.587876925625693e-07  1.586612568177965e-05
3.9200  8.893763825126941e-04  -7.136772040472868e-04  2.546675757883763e-07  1.561352367464537e-05
3.9300  8.822681684319968e-04  -7.079732406290663e-04  2.506130547234109e-07  1.536494330299339e-05
3.9400  8.752167657400549e-04  -7.023148653261616e-04  2.466230850290523e-07  1.512032053901908e-05
3.9500  8.682217203799346e-04  -6.967017137820533e-04  2.426966389934251e-07  1.487959237429415e-05
3.9600  8.612825819236873e-04  -6.911334245522896e-04  2.388327052666877e-07  1.464269680353721e-05
3.9700  8.543989035433452e-04  -6.856096390812120e-04  2.350302886005349e-07  1.440957280864287e-05
3.9800  8.475702419821499e-04  -6.801300016788667e-04  2.312884095918476e-07  1.418016034296508e-05
3.9900  8.407961575260093e-04  -6.746941594981017e-04  2.276061044304249e-07  1.395440031585068e-05
4.0000  8.340762139751836e-04  -6.693017625118456e-04  2.239824246507315e-07  1.373223457741921e-05
4.0100  8.274099786161975e-04  -6.639524634905684e-04  2.204164368875973e-07  1.351360590358497e-05
4.0200  8.207970221939762e-04  -6.586459179799220e-04  2.169072226358071e-07  1.329845798131764e-05
4.0300  8.142369188842050e-04  -6.533817842785618e-04  2.134538780135185e-07  1.308673539413750e-05
4.0400  8.077292462659096e-04  -6.481597234161419e-04  2.100555135294448e-07  1.287838360784157e-05
4.0500  8.012735852942551e-04  -6.429793991314886e-04  2.067112538537451e-07  1.267334895645710e-05
4.0600  7.948695202735625e-04  -6.378404778509478e-04  2.034202375925627e-07  1.247157862841851e-05
4.0700  7.885166388305418e-04  -6.327426286669054e-04  2.001816170661526e-07  1.227302065296460e-05
4.0800  7.822145318877373e-04  -6.276855233164792e-04  1.969945580905412e-07  1.207762388675219e-05
4.0900  7.759627936371872e-04  -6.226688361603814e-04  1.938582397626620e-07  1.188533800068298e-05
4.1000  7.697610215142912e-04  -6.176922441619498e-04  1.907718542489129e-07  1.169611346694002e-05
4.1100  7.636088161718901e-04  -6.127554268663466e-04  1.877346065770793e-07  1.150990154623073e-05
4.1200  7.575057814545494e-04  -6.078580663799239e-04  1.847457144315700e-07  1.132665427523282e-05
4.1300  7.514515243730508e-04  -6.029998473497534e-04  1.818044079519130e-07  1.114632445424032e-05
4.1400  7.454456550790864e-04  -5.981804569433200e-04  1.789099295344596e-07  1.096886563500606e-05
4.1500  7.394877868401551e-04  -5.933995848283784e-04  1.760615336372459e-07  1.079423210877787e-05
4.1600  7.335775360146606e-04  -5.886569231529691e-04  1.732584865879603e-07  1.062237889452521e-05
4.1700  7.277145220272069e-04  -5.839521665255957e-04  1.705000663949685e-07  1.045326172735318e-05
4.1800  7.218983673440932e-04  -5.792850119955598e-04  1.677855625613479e-07  1.028683704710110e-05
4.1900  7.161286974490030e-04  -5.746551590334535e-04  1.651142759018818e-07  1.012306198712254e-05
4.2000  7.104051408188875e-04  -5.700623095118071e-04  1.624855183629677e-07  9.961894363243919e-06
4.2100  7.047273289000435e-04  -5.655061676858923e-04  1.598986128453923e-07  9.803292662899080e-06
4.2200  6.990948960843811e-04  -5.609864401746787e-04  1.573528930299292e-07  9.647216034436668e-06
4.2300  6.935074796858803e-04  -5.565028359419420e-04  1.548477032057120e-07  9.493624276597815e-06
4.2400  6.879647199172378e-04  -5.520550662775230e-04  1.523823981013402e-07  9.342477828161368e-06
4.2500  6.824662598666988e-04  -5.476428447787378e-04  1.499563427186744e-07  9.193737757753931e-06
4.2600  6.770117454750754e-04  -5.432658873319349e-04  1.475689121692773e-07  9.047365753822196e-06
4.2700  6.716008255129468e-04  -5.389239120942010e-04  1.452194915134590e-07  8.903324114764844e-06
4.2800  6.662331515580438e-04  -5.346166394752116e-04  1.429074756018842e-07  8.761575739221636e-06
4.2900  6.609083779728121e-04  -5.303437921192288e-04  1.406322689197019e-07  8.622084116517042e-06
4.3000  6.556261618821570e-04  -5.261050948872404e-04  1.383932854331561e-07  8.484813317256081e-06
4.3100  6.503861631513631e-04  -5.219002748392438e-04  1.361899484386391e-07  8.349727984069799e-06
4.3200  6.451880443641945e-04  -5.177290612166699e-04  1.340216904141472e-07  8.216793322508194e-06
4.3300  6.400314708011654e-04  -5.135911854249501e-04  1.318879528731027e-07  8.085975092078019e-06
4.3400  6.349161104179888e-04  -5.094863810162188e-04  1.297881862205018e-07  7.957239597423372e-06
4.3500  6.298416338241937e-04  -5.054143836721567e-04  1.277218496113530e-07  7.830553679646624e-06
4.3600  6.248077142619157e-04  -5.013749311869719e-04  1.256884108113704e-07  7.705884707767561e-06
4.3700  6.198140275848561e-04  -4.973677634505146e-04  1.236873460598835e-07  7.583200570318501e-06
4.3800  6.148602522374095e-04  -4.933926224315279e-04  1.217181399349301e-07  7.462469667073227e-06
4.3900  6.099460692339578e-04  -4.894492521610340e-04  1.197802852204977e-07  7.343660900907573e-06
4.4000  6.050711621383299e-04  -4.855373987158496e-04  1.178732827758769e-07  7.226743669789640e-06
4.4100  6.002352170434261e-04  -4.816568102022367e-04  1.159966414070968e-07  7.111687858897501e-06
4.4200  5.954379225510037e-04  -4.778072367396824e-04  1.141498777404055e-07  6.998463832862397e-06
4.4300  5.906789697516270e-04  -4.739884304448079e-04  1.123325160977662e-07  6.887042428135481e-06
4.4400  5.859580522047743e-04  -4.702001454154070e-04  1.105440883743350e-07  6.777394945476004e-06
4.4500  5.812748659191066e-04  -4.664421377146120e-04  1.087841339178885e-07  6.669493142559176e-06
4.4600  5.766291093328922e-04  -4.627141653551859e-04  1.070521994101732e-07  6.563309226701662e-06
4.4700  5.720204832945887e-04  -4.590159882839400e-04  1.053478387501411e-07  6.458815847702925e-06
4.4800  5.674486910435795e-04  -4.553473683662770e-04  1.036706129390470e-07  6.355986090800513e-06
4.4900  5.629134381910654e-04  -4.517080693708558e-04  1.020200899673730e-07  6.254793469737545e-06
4.5000  5.584144327011076e-04  -4.480978569543812e-04  1.003958447035545e-07  6.155211919940518e-06
4.5100  5.539513848718226e-04  -4.445164986465131e-04  9.879745878447775e-08  6.057215791805764e-06
4.5200  5.495240073167283e-04  -4.409637638348976e-04  9.722452050771968e-08  5.960779844092792e-06
4.5300  5.451320149462380e-04  -4.374394237503174e-04  9.567662472550488e-08  5.865879237422791e-06
4.5400  5.407751249493029e-04  -4.339432514519600e-04  9.415337274034950e-08  5.772489527880663e-06
4.5500  5.364530567752015e-04  -4.304750218128056e-04  9.265437220236772e-08  5.680586660718911e-06
4.5600  5.321655321154737e-04  -4.270345115051299e-04  9.117923700821246e-08  5.590146964161758e-06
4.5700  5.279122748860004e-04  -4.236214989861234e-04  8.972758720162505e-08  5.501147143307925e-06
4.5800  5.236930112092249e-04  -4.202357644836262e-04  8.829904887556887e-08  5.413564274130454e-06
4.5900  5.195074693965185e-04  -4.168770899819761e-04  8.689325407592032e-08  5.327375797572108e-06
4.6000  5.153553799306852e-04  -4.135452592079699e-04  8.550984070669350e-08  5.242559513734733e-06
4.6100  5.112364754486065e-04  -4.102400576169372e-04  8.414845243677399e-08  5.159093576161133e-06
4.6200  5.071504907240254e-04  -4.069612723789255e-04  8.280873860813701e-08  5.076956486208008e-06
4.6300  5.030971626504684e-04  -4.037086923649951e-04  8.149035414552713e-08  4.996127087508468e-06
4.6400  4.990762302243029e-04  -4.004821081336245e-04  8.019295946757604e-08  4.916584560522698e-06
4.6500  4.950874345279306e-04  -3.972813119172236e-04  7.891622039933517e-08  4.838308417175387e-06
4.6600  4.911305187131153e-04  -3.941060976087554e-04  7.765980808620093e-08  4.761278495578545e-06
4.6700  4.872052279844435e-04  -3.909562607484638e-04  7.642339890921042e-08  4.685474954838313e-06
4.6800  4.833113095829178e-04  -3.878315985107083e-04  7.520667440168560e-08  4.610878269944488e-06
4.6900  4.794485127696815e-04  -3.847319096909032e-04  7.400932116720465e-08  4.537469226741372e-06
4.7000  4.756165888098722e-04  -3.816569946925623e-04  7.283103079887926e-08  4.465228916978721e-06
4.7100  4.718152909566054e-04  -3.786066555144454e-04  7.167149979991696e-08  4.394138733441467e-06
4.7200  4.680443744350861e-04  -3.755806957378092e-04  7.053042950544843e-08  4.324180365156986e-06
4.7300  4.643035964268469e-04  -3.725789205137594e-04  6.940752600559914e-08  4.255335792678672e-06
4.7400  4.605927160541126e-04  -3.696011365507035e-04  6.830250006978589e-08  4.187587283444600e-06
4.7500  4.569114943642889e-04  -3.666471521019046e-04  6.721506707221857e-08  4.120917387210080e-06
4.7600  4.532596943145767e-04  -3.637167769531342e-04  6.614494691858800e-08  4.055308931552929e-06
4.7700  4.496370807567069e-04  -3.608098224104242e-04  6.509186397392094e-08  3.990745017450305e-06
4.7800  4.460434204218004e-04  -3.579261012879160e-04  6.405554699158377e-08  3.927209014925964e-06
4.7900  4.424784819053456e-04  -3.550654278958074e-04  6.303572904341640e-08  3.864684558766804e-06
4.8000  4.389420356522990e-04  -3.522276180283952e-04  6.203214745097853e-08  3.803155544307627e-06
4.8100  4.354338539423026e-04  -3.494124889522144e-04  6.104454371789068e-08  3.742606123282983e-06
4.8200  4.319537108750215e-04  -3.466198593942711e-04  6.007266346325212e-08  3.683020699745087e-06
4.8300  4.285013823555968e-04  -3.438495495303697e-04  5.911625635611908e-08  3.624383926046699e-06
4.8400  4.250766460802157e-04  -3.411013809735344e-04  5.817507605102613e-08  3.566680698887972e-06
4.8500  4.216792815217972e-04  -3.383751767625216e-04  5.724888012453388e-08  3.509896155426247e-06
4.8600  4.183090699157915e-04  -3.356707613504252e-04  5.633743001278707e-08  3.454015669447764e-06
4.8700  4.149657942460933e-04  -3.329879605933728e-04  5.544049095006679e-08  3.399024847600328e-06
4.8800  4.116492392310675e-04  -3.303266017393122e-04  5.455783190832108e-08  3.344909525685971e-06
4.8900  4.083591913096871e-04  -3.276865134168872e-04  5.368922553765789e-08  3.291655765012618e-06
4.9000  4.050954386277810e-04  -3.250675256244030e-04  5.283444810778593e-08  3.239249848803837e-06
4.9100  4.018577710243924e-04  -3.224694697188787e-04  5.199327945038742e-08  3.187678278665773e-06
4.9200  3.986459800182459e-04  -3.198921784051889e-04  5.116550290240860e-08  3.136927771110294e-06
4.9300  3.954598587943233e-04  -3.173354857252904e-04  5.035090525025300e-08  3.086985254133532e-06
4.9400  3.922992021905458e-04  -3.147992270475361e-04  4.954927667486311e-08  3.037837863848859e-06
4.9500  3.891638066845632e-04  -3.122832390560739e-04  4.876041069767651e-08  2.989472941173503e-06
4.9600  3.860534703806490e-04  -3.097873597403305e-04  4.798410412744246e-08  2.941878028567884e-06
4.9700  3.829679929966993e-04  -3.073114283845786e-04  4.722015700788500e-08  2.895040866826887e-06
4.9800  3.799071758513364e-04  -3.048552855575889e-04  4.646837256619955e-08  2.848949391922207e-06
4.9900  3.768708218511155e-04  -3.024187731023634e-04  4.572855716236939e-08  2.803591731894974e-06
5.0000  3.738587354778326e-04  -3.000017341259514e-04  4.500052023928902e-08  2.758956203797840e-06
5.0100  3.708707227759353e-04  -2.976040129893467e-04  4.428407427368161e-08  2.715031310685764e-06
5.0200  3.679065913400336e-04  -2.952254552974656e-04  4.357903472779792e-08  2.671805738654702e-06
5.0300  3.649661503025099e-04  -2.928659078892052e-04  4.288522000188421e-08  2.629268353927432e-06
5.0400  3.620492103212289e-04  -2.905252188275810e-04  4.220245138740692e-08  2.587408199985791e-06
5.0500  3.591555835673454e-04  -2.882032373899432e-04  4.153055302102196e-08  2.546214494748557e-06
5.0600  3.562850837132096e-04  -2.858998140582710e-04  4.086935183927697e-08  2.505676627794276e-06
5.0700  3.534375259203686e-04  -2.836148005095457e-04  4.021867753403469e-08  2.465784157628283e-06
5.0800  3.506127268276647e-04  -2.813480496061985e-04  3.957836250860598e-08  2.426526808993252e-06
5.0900  3.478105045394282e-04  -2.790994153866374e-04  3.894824183458137e-08  2.387894470222564e-06
5.1000  3.450306786137646e-04  -2.768687530558470e-04  3.832815320934979e-08  2.349877190635792e-06
5.1100  3.422730700509355e-04  -2.746559189760656e-04  3.771793691429356e-08  2.312465177975680e-06
5.1200  3.395375012818323e-04  -2.724607706575361e-04  3.711743577364924e-08  2.275648795885905e-06
5.1300  3.368237961565425e-04  -2.702831667493302e-04  3.652649511402311e-08  2.239418561429006e-06
5.1400  3.341317799330065e-04  -2.681229670302470e-04  3.594496272455147e-08  2.203765142643829e-06
5.1500  3.314612792657657e-04  -2.659800323997835e-04  3.537268881769493e-08  2.168679356141856e-06
5.1600  3.288121221948005e-04  -2.638542248691775e-04  3.480952599065725e-08  2.134152164741802e-06
5.1700  3.261841381344572e-04  -2.617454075525226e-04  3.425532918741808e-08  2.100174675141879e-06
5.1800  3.235771578624637e-04  -2.596534446579534e-04  3.370995566137044e-08  2.066738135629107e-06
5.1900  3.209910135090327e-04  -2.575782014789015e-04  3.317326493855280e-08  2.033833933825108e-06
5.2000  3.184255385460525e-04  -2.555195443854218e-04  3.264511878146678e-08  2.001453594467782e-06
5.2100  3.158805677763633e-04  -2.534773408155874e-04  3.212538115347074e-08  1.969588777228292e-06
5.2200  3.133559373231204e-04  -2.514514592669538e-04  3.161391818374025e-08  1.938231274562828e-06
5.2300  3.108514846192411e-04  -2.494417692880907e-04  3.111059813278653e-08  1.907373009598544e-06
5.2400  3.083670483969372e-04  -2.474481414701826e-04  3.061529135852376e-08  1.877006034053176e-06
5.2500  3.059024686773302e-04  -2.454704474386958e-04  3.012787028287676e-08  1.847122526187770e-06
5.2600  3.034575867601500e-04  -2.435085598451111e-04  2.964820935892004e-08  1.817714788792005e-06
5.2700  3.010322452135161e-04  -2.415623523587248e-04  2.917618503854036e-08  1.788775247201595e-06
5.2800  2.986262878637996e-04  -2.396316996585130e-04  2.871167574061390e-08  1.760296447347253e-06
5.2900  2.962395597855670e-04  -2.377164774250625e-04  2.825456181969012e-08  1.732271053834714e-06
5.3000  2.938719072916047e-04  -2.358165623325650e-04  2.780472553517426e-08  1.704691848055337e-06
5.3100  2.915231779230217e-04  -2.339318320408764e-04  2.736205102100041e-08  1.677551726326771e-06
5.3200  2.891932204394334e-04  -2.320621651876389e-04  2.692642425578750e-08  1.650843698063239e-06
5.3300  2.868818848092224e-04  -2.302074413804656e-04  2.649773303347026e-08  1.624560883974944e-06
5.3400  2.845890221998773e-04  -2.283675411891890e-04  2.607586693439798e-08  1.598696514296140e-06
5.3500  2.823144849684096e-04  -2.265423461381701e-04  2.566071729689325e-08  1.573243927041424e-06
5.3600  2.800581266518465e-04  -2.247317386986695e-04  2.525217718926354e-08  1.548196566289778e-06
5.3700  2.778198019577993e-04  -2.229356022812796e-04  2.485014138225844e-08  1.523547980495937e-06
5.3800  2.755993667551084e-04  -2.211538212284170e-04  2.445450632196532e-08  1.499291820828639e-06
5.3900  2.733966780645618e-04  -2.193862808068751e-04  2.406517010313652e-08  1.475421839535333e-06
5.4000  2.712115940496883e-04  -2.176328672004360e-04  2.368203244294130e-08  1.451931888332918e-06
5.4100  2.690439740076249e-04  -2.158934675025419e-04  2.330499465513556e-08  1.428815916824112e-06
5.4200  2.668936783600558e-04  -2.141679697090245e-04  2.293395962464282e-08  1.406067970939021e-06
5.4300  2.647605686442252e-04  -2.124562627108927e-04  2.256883178253993e-08  1.383682191401532e-06
5.4400  2.626445075040210e-04  -2.107582362871785e-04  2.220951708144108e-08  1.361652812220111e-06
5.4500  2.605453586811307e-04  -2.090737810978390e-04  2.185592297127354e-08  1.339974159202642e-06
5.4600  2.584629870062665e-04  -2.074027886767161e-04  2.150795837543928e-08  1.318640648494899e-06
5.4700  2.563972583904621e-04  -2.057451514245522e-04  2.116553366735597e-08  1.297646785142286e-06
5.4800  2.543480398164380e-04  -2.041007626020613e-04  2.082856064737150e-08  1.276987161674490e-06
5.4900  2.523151993300365e-04  -2.024695163230559e-04  2.049695252004610e-08  1.256656456712652e-06
5.5000  2.502986060317248e-04  -2.008513075476289e-04  2.017062387179610e-08  1.236649433598723e-06
5.5100  2.482981300681659e-04  -1.992460320753895e-04  1.984949064889358e-08  1.216960939046633e-06
